geography_code,mean_normalised_score,input_variables,geography_name
E05001133,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Weetslade
E05001134,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Whitley Bay
E05001135,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Beacon and Bents
E05001136,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Bede
E05001137,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Biddick and All Saints
E05001138,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Boldon Colliery
E05001139,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Cleadon and East Boldon
E05001140,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Cleadon Park
E05001141,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Fellgate and Hedworth
E05001142,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Harton
E05001143,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Hebburn North
E05001144,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Hebburn South
E05001145,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Horsley Hill
E05001146,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Monkton
E05001147,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Primrose
E05001148,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Simonside and Rekendyke
E05001149,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Westoe
E05001150,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",West Park
E05001151,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Whitburn and Marsden
E05001152,0.6883209974477343,"['1', '2', '3', '4', '5', '6']",Whiteleas
E05001153,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Barnes
E05001154,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Castle
E05001155,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Copt Hill
E05001156,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Doxford
E05001157,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Fulwell
E05001158,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Hendon
E05001159,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Hetton
E05001160,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Houghton
E05001161,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Millfield
E05001162,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Pallion
E05001163,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Redhill
E05001164,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Ryhope
E05001165,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",St Anne's
E05001166,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",St Chad's
E05001167,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",St Michael's
E05001168,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",St Peter's
E05001169,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Sandhill
E05001170,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Shiney Row
E05001171,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Silksworth
E05001172,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Southwick
E05001173,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Washington Central
E05001174,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Washington East
E05001175,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Washington North
E05001176,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Washington South
E05001177,0.5319726396890853,"['1', '2', '3', '4', '5', '6']",Washington West
E05001341,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Baildon
E05001342,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Bingley
E05001343,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Bingley Rural
E05001344,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Bolton and Undercliffe
E05001345,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Bowling and Barkerend
E05001346,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Bradford Moor
E05001347,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",City
E05001348,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Clayton and Fairweather Green
E05001349,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Craven
E05001350,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Eccleshill
E05001351,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Great Horton
E05001352,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Heaton
E05001353,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Idle and Thackley
E05001354,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Ilkley
E05001355,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Keighley Central
E05001356,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Keighley East
E05001357,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Keighley West
E05001358,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Little Horton
E05001359,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Manningham
E05001360,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Queensbury
E05001361,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Royds
E05001362,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Shipley
E05001363,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Thornton and Allerton
E05001364,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Toller
E05001365,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Tong
E05001366,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Wharfedale
E05001367,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Wibsey
E05001368,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Windhill and Wrose
E05001369,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Worth Valley
E05001370,0.6884984442230797,"['1', '2', '3', '4', '5', '6']",Wyke
E05001371,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Brighouse
E05001372,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Calder
E05001373,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Elland
E05001374,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Greetland and Stainland
E05001375,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Hipperholme and Lightcliffe
E05001376,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Illingworth and Mixenden
E05001377,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Luddendenfoot
E05001378,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Northowram and Shelf
E05001379,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Ovenden
E05001380,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Park
E05001381,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Rastrick
E05001382,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Ryburn
E05001383,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Skircoat
E05001384,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Sowerby Bridge
E05001385,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Todmorden
E05001386,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Town
E05001387,0.5013416539128703,"['1', '2', '3', '4', '5', '6']",Warley
E05001389,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Ashbrow
E05001390,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Batley East
E05001391,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Batley West
E05001392,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Birstall and Birkenshaw
E05001393,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Cleckheaton
E05001396,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Dalton
E05001397,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Denby Dale
E05001398,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Dewsbury East
E05001399,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Dewsbury South
E05001400,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Dewsbury West
E05001401,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Golcar
E05001402,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Greenhead
E05001403,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Heckmondwike
E05001405,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Holme Valley South
E05001407,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Lindley
E05001408,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Liversedge and Gomersal
E05001409,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Mirfield
E05001410,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Newsome
E05001444,0.4794884856618659,"['1', '2', '3', '4', '5', '6']","Ackworth, North Elmsall and Upton"
E05001445,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Airedale and Ferry Fryston
E05001446,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Altofts and Whitwood
E05001447,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Castleford Central and Glasshoughton
E05001448,0.4794884856618659,"['1', '2', '3', '4', '5', '6']","Crofton, Ryhill and Walton"
E05001449,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Featherstone
E05001450,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Hemsworth
E05001451,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Horbury and South Ossett
E05001452,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Knottingley
E05001453,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Normanton
E05001454,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Ossett
E05001455,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Pontefract North
E05001456,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Pontefract South
E05001457,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",South Elmsall and South Kirkby
E05001458,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Stanley and Outwood East
E05001459,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wakefield East
E05001460,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wakefield North
E05001461,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wakefield Rural
E05001462,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wakefield South
E05001463,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wakefield West
E05001464,0.4794884856618659,"['1', '2', '3', '4', '5', '6']",Wrenthorpe and Outwood West
E05001527,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Billingham Central
E05001528,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Billingham East
E05001529,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Billingham North
E05001530,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Billingham South
E05001531,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Billingham West
E05001532,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Bishopsgarth and Elm Tree
E05001533,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Eaglescliffe
E05001534,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Fairfield
E05001535,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Grangefield
E05001536,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Hardwick and Salters Lane
E05001537,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Hartburn
E05001538,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Ingleby Barwick East
E05001539,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Ingleby Barwick West
E05001540,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Mandale and Victoria
E05001541,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Newtown
E05001542,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Northern Parishes
E05001543,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Norton North
E05001544,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Norton South
E05001545,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Norton West
E05001546,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Parkfield and Oxbridge
E05001547,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Roseworth
E05001548,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Stainsby Hill
E05001549,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Stockton Town Centre
E05001550,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Village
E05001551,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Western Parishes
E05001552,0.41662545811239665,"['1', '2', '3', '4', '5', '6']",Yarm
E05001643,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Anchorsholme
E05001644,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Bispham
E05001645,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Bloomfield
E05001646,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Brunswick
E05001647,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Claremont
E05001648,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Clifton
E05001649,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Greenlands
E05001650,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Hawes Side
E05001651,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Highfield
E05001652,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Ingthorpe
E05001653,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Layton
E05001654,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Marton
E05001655,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Norbreck
E05001656,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Park
E05001657,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Squires Gate
E05001658,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Stanley
E05001659,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Talbot
E05001660,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Tyldesley
E05001661,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Victoria
E05001662,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Warbreck
E05001663,0.7375163381091255,"['1', '2', '3', '4', '5', '6']",Waterloo
E05001687,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Beverley Rural
E05001688,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Bridlington Central and Old Town
E05001689,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Bridlington North
E05001690,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Bridlington South
E05001691,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Cottingham North
E05001692,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Cottingham South
E05001693,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Dale
E05001694,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Driffield and Rural
E05001695,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",East Wolds and Coastal
E05001696,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Goole North
E05001697,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Goole South
E05001698,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Hessle
E05001699,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Howden
E05001700,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Howdenshire
E05001701,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Mid Holderness
E05001702,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Minster and Woodmansey
E05001703,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",North Holderness
E05001704,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Pocklington Provincial
E05001705,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",St Mary's
E05001706,0.27677280268352633,"['1', '2', '3', '4', '5', '6']","Snaith, Airmyn, Rawcliffe and Marshland"
E05001707,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",South East Holderness
E05001708,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",South Hunsley
E05001709,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",South West Holderness
E05001710,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Tranby
E05001711,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Willerby and Kirk Ella
E05001712,0.27677280268352633,"['1', '2', '3', '4', '5', '6']",Wolds Weighton
E05001713,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Croft Baker
E05001714,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",East Marsh
E05001715,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Freshney
E05001716,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Haverstoe
E05001717,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Heneage
E05001718,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Humberston and New Waltham
E05001719,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Immingham
E05001720,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Park
E05001721,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Scartho
E05001722,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Sidney Sussex
E05001723,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",South
E05001724,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Waltham
E05001725,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",West Marsh
E05001726,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Wolds
E05001727,0.4897788638926004,"['1', '2', '3', '4', '5', '6']",Yarborough
E05001728,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Ashby
E05001729,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Axholme Central
E05001730,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Axholme North
E05001731,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Axholme South
E05001732,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Barton
E05001733,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Bottesford
E05001734,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Brigg and Wolds
E05001735,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Broughton and Appleby
E05001736,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Brumby
E05001737,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Burringham and Gunness
E05001738,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Burton upon Stather and Winterton
E05001739,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Crosby and Park
E05001740,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Ferry
E05001741,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Frodingham
E05001742,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Kingsway with Lincoln Gardens
E05001743,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Ridge
E05001744,0.38494897128648536,"['1', '2', '3', '4', '5', '6']",Town
E05005150,0.6918378230247149,"['1', '3', '4', '5', '6']",Bank Hall
E05005151,0.6918378230247149,"['1', '3', '4', '5', '6']",Briercliffe
E05005152,0.6918378230247149,"['1', '3', '4', '5', '6']",Brunshaw
E05005153,0.6918378230247149,"['1', '3', '4', '5', '6']",Cliviger with Worsthorne
E05005154,0.6918378230247149,"['1', '3', '4', '5', '6']",Coal Clough with Deerplay
E05005155,0.6918378230247149,"['1', '3', '4', '5', '6']",Daneshouse with Stoneyholme
E05005156,0.6918378230247149,"['1', '3', '4', '5', '6']",Gannow
E05005157,0.6918378230247149,"['1', '3', '4', '5', '6']",Gawthorpe
E05005158,0.6918378230247149,"['1', '3', '4', '5', '6']",Hapton with Park
E05005159,0.6918378230247149,"['1', '3', '4', '5', '6']",Lanehead
E05005160,0.6918378230247149,"['1', '3', '4', '5', '6']",Queensgate
E05005161,0.6918378230247149,"['1', '3', '4', '5', '6']",Rosegrove with Lowerhouse
E05005162,0.6918378230247149,"['1', '3', '4', '5', '6']",Rosehill with Burnley Wood
E05005163,0.6918378230247149,"['1', '3', '4', '5', '6']",Trinity
E05005164,0.6918378230247149,"['1', '3', '4', '5', '6']",Whittlefield with Ightenhill
E05005185,0.268853515994553,"['1', '3', '4', '5', '6']",Ansdell
E05005186,0.268853515994553,"['1', '3', '4', '5', '6']",Ashton
E05005187,0.268853515994553,"['1', '3', '4', '5', '6']",Central
E05005188,0.268853515994553,"['1', '3', '4', '5', '6']",Clifton
E05005189,0.268853515994553,"['1', '3', '4', '5', '6']",Elswick and Little Eccleston
E05005190,0.268853515994553,"['1', '3', '4', '5', '6']",Fairhaven
E05005191,0.268853515994553,"['1', '3', '4', '5', '6']",Freckleton East
E05005192,0.268853515994553,"['1', '3', '4', '5', '6']",Freckleton West
E05005193,0.268853515994553,"['1', '3', '4', '5', '6']",Heyhouses
E05005194,0.268853515994553,"['1', '3', '4', '5', '6']",Kilnhouse
E05005195,0.268853515994553,"['1', '3', '4', '5', '6']",Kirkham North
E05005196,0.268853515994553,"['1', '3', '4', '5', '6']",Kirkham South
E05005197,0.268853515994553,"['1', '3', '4', '5', '6']",Medlar-with-Wesham
E05005198,0.268853515994553,"['1', '3', '4', '5', '6']",Newton and Treales
E05005199,0.268853515994553,"['1', '3', '4', '5', '6']",Park
E05005200,0.268853515994553,"['1', '3', '4', '5', '6']",Ribby-with-Wrea
E05005201,0.268853515994553,"['1', '3', '4', '5', '6']",St Johns
E05005202,0.268853515994553,"['1', '3', '4', '5', '6']",St Leonards
E05005203,0.268853515994553,"['1', '3', '4', '5', '6']",Singleton and Greenhalgh
E05005204,0.268853515994553,"['1', '3', '4', '5', '6']",Staining and Weeton
E05005205,0.268853515994553,"['1', '3', '4', '5', '6']",Warton and Westby
E05005206,0.5695257991460891,"['1', '3', '4', '5', '6']",Altham
E05005207,0.5695257991460891,"['1', '3', '4', '5', '6']",Barnfield
E05005208,0.5695257991460891,"['1', '3', '4', '5', '6']",Baxenden
E05005209,0.5695257991460891,"['1', '3', '4', '5', '6']",Central
E05005210,0.5695257991460891,"['1', '3', '4', '5', '6']",Church
E05005211,0.5695257991460891,"['1', '3', '4', '5', '6']",Clayton-le-Moors
E05005212,0.5695257991460891,"['1', '3', '4', '5', '6']",Huncoat
E05005213,0.5695257991460891,"['1', '3', '4', '5', '6']",Immanuel
E05005214,0.5695257991460891,"['1', '3', '4', '5', '6']",Milnshaw
E05005215,0.5695257991460891,"['1', '3', '4', '5', '6']",Netherton
E05005216,0.5695257991460891,"['1', '3', '4', '5', '6']",Overton
E05005217,0.5695257991460891,"['1', '3', '4', '5', '6']",Peel
E05005218,0.5695257991460891,"['1', '3', '4', '5', '6']",Rishton
E05005219,0.5695257991460891,"['1', '3', '4', '5', '6']",St Andrew's
E05005220,0.5695257991460891,"['1', '3', '4', '5', '6']",St Oswald's
E05005221,0.5695257991460891,"['1', '3', '4', '5', '6']",Spring Hill
E05005316,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Cribden
E05005317,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Eden
E05005318,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Facit and Shawforth
E05005319,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Goodshaw
E05005320,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Greenfield
E05005321,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Greensclough
E05005322,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Hareholme
E05005323,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Healey and Whitworth
E05005324,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Helmshore
E05005325,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Irwell
E05005326,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Longholme
E05005327,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Stacksteads
E05005328,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Whitewell
E05005329,0.49593706158396705,"['1', '2', '3', '4', '5', '6']",Worsley
E05005357,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Ashurst
E05005358,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Aughton and Downholland
E05005359,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Aughton Park
E05005360,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Birch Green
E05005361,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Burscough East
E05005362,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Burscough West
E05005363,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Derby
E05005364,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Digmoor
E05005365,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Halsall
E05005366,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Hesketh-with-Becconsall
E05005367,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Knowsley
E05005368,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Moorside
E05005369,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",North Meols
E05005370,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Parbold
E05005371,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Rufford
E05005372,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Scarisbrick
E05005373,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Scott
E05005374,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Skelmersdale North
E05005375,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Skelmersdale South
E05005376,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Tanhouse
E05005377,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Tarleton
E05005378,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Up Holland
E05005379,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Wrightington
E05005380,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Bickerstaffe
E05005381,0.48517068887942555,"['1', '2', '3', '4', '5', '6']",Newburgh
E05008558,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Almondbury
E05008559,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Colne Valley
E05008560,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Crosland Moor and Netherton
E05008561,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Holme Valley North
E05008562,0.5239217687957011,"['1', '2', '3', '4', '5', '6']",Kirkburton
E05008610,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Alderley Edge
E05008611,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Alsager
E05008612,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Audlem
E05008613,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Bollington
E05008614,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Brereton Rural
E05008615,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Broken Cross and Upton
E05008616,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Bunbury
E05008617,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Chelford
E05008618,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Congleton East
E05008619,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Congleton West
E05008620,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Crewe Central
E05008621,0.14266803040414813,"['1', '2', '3', '4', '5', '6']",Crewe East
