date,geography_code,variable_name,variable_unit,value
2020-01-01,E05004789,GVA,£m,117.51601997
2020-01-01,E05004790,GVA,£m,109.97581501
2020-01-01,E05004791,GVA,£m,242.49759845
2020-01-01,E05004792,GVA,£m,75.4059942
2020-01-01,E05004793,GVA,£m,293.42727016
2020-01-01,E05004794,GVA,£m,165.650926729
2020-01-01,E05004795,GVA,£m,74.448938544
2020-01-01,E05004796,GVA,£m,197.75060601
2020-01-01,E05004797,GVA,£m,595.79746154
2020-01-01,E05004798,GVA,£m,166.681039154
2020-01-01,E05004799,GVA,£m,1046.7256830200001
2020-01-01,E05004800,GVA,£m,152.86151699
2020-01-01,E05004801,GVA,£m,52.855275196
2020-01-01,E05004802,GVA,£m,205.88132531
2020-01-01,E05004803,GVA,£m,171.4982223
2020-01-01,E05004804,GVA,£m,87.76673252
2020-01-01,E05004805,GVA,£m,45.634528395000004
2020-01-01,E05004806,GVA,£m,516.330310372
2020-01-01,E05004807,GVA,£m,43.735235445
2020-01-01,E05004808,GVA,£m,30.564634201
2020-01-01,E05004810,GVA,£m,35.863383096
2020-01-01,E05004811,GVA,£m,338.336812323
2020-01-01,E05004812,GVA,£m,24.702313862
2020-01-01,E05004813,GVA,£m,749.655882308
2020-01-01,E05004814,GVA,£m,118.599195441
2020-01-01,E05004815,GVA,£m,60.072311296
2020-01-01,E05004816,GVA,£m,395.562822869
2020-01-01,E05004817,GVA,£m,256.78551812
2020-01-01,E05004964,GVA,£m,120.49871304
2020-01-01,E05004965,GVA,£m,23.21016599
2020-01-01,E05004966,GVA,£m,53.0982531
2020-01-01,E05004967,GVA,£m,50.46172308
2020-01-01,E05004968,GVA,£m,31.57194453
2020-01-01,E05004969,GVA,£m,77.24239859
2020-01-01,E05004970,GVA,£m,39.192588885
2020-01-01,E05004971,GVA,£m,300.40593881999996
2020-01-01,E05004972,GVA,£m,232.46102265300001
2020-01-01,E05004973,GVA,£m,56.032861827
2020-01-01,E05004974,GVA,£m,282.65553974
2020-01-01,E05004975,GVA,£m,235.025685495
2020-01-01,E05004976,GVA,£m,41.079601928
2020-01-01,E05004977,GVA,£m,87.96516399000001
2020-01-01,E05004978,GVA,£m,54.642454433000005
2020-01-01,E05004979,GVA,£m,38.917009115
2020-01-01,E05004980,GVA,£m,35.646589146
2020-01-01,E05004981,GVA,£m,64.598170435
2020-01-01,E05004982,GVA,£m,233.753552953
2020-01-01,E05004983,GVA,£m,96.60226276
2020-01-01,E05004984,GVA,£m,115.45539324
2020-01-01,E05004985,GVA,£m,64.9690141
2020-01-01,E05004986,GVA,£m,421.71208337
2020-01-01,E05004987,GVA,£m,110.93229026
2020-01-01,E05004989,GVA,£m,94.90782314
2020-01-01,E05004990,GVA,£m,19.790206773
2020-01-01,E05004991,GVA,£m,109.423776555
2020-01-01,E05004992,GVA,£m,90.774639679
2020-01-01,E05004993,GVA,£m,202.97437008
2020-01-01,E05004994,GVA,£m,153.70263953
2020-01-01,E05004995,GVA,£m,256.86599786
2020-01-01,E05004996,GVA,£m,652.5754474299999
2020-01-01,E05004997,GVA,£m,36.05495749
2020-01-01,E05004999,GVA,£m,202.17310564000002
2020-01-01,E05005000,GVA,£m,310.55016085
2020-01-01,E05005001,GVA,£m,52.27279316
2020-01-01,E05005002,GVA,£m,355.60884387
2020-01-01,E05005003,GVA,£m,202.49985536000003
2020-01-01,E05005004,GVA,£m,50.06655925
2020-01-01,E05005006,GVA,£m,106.38082559
2020-01-01,E05005007,GVA,£m,106.13233341
2020-01-01,E05005010,GVA,£m,35.62842075
2020-01-01,E05005011,GVA,£m,21.49693332
2020-01-01,E05005012,GVA,£m,92.29530312
2020-01-01,E05005013,GVA,£m,133.96543098499998
2020-01-01,E05005014,GVA,£m,73.850137438
2020-01-01,E05005016,GVA,£m,90.44627989
2020-01-01,E05005017,GVA,£m,130.71010959
2020-01-01,E05005018,GVA,£m,81.63676724
2020-01-01,E05005021,GVA,£m,60.487834931
2020-01-01,E05005026,GVA,£m,42.783667956
2020-01-01,E05005027,GVA,£m,131.29170621
2020-01-01,E05005028,GVA,£m,75.312311973
2020-01-01,E05005029,GVA,£m,763.34112098
2020-01-01,E05005031,GVA,£m,60.176709327
2020-01-01,E05005032,GVA,£m,548.2723983129999
2020-01-01,E05005081,GVA,£m,49.40350219
2020-01-01,E05005082,GVA,£m,24.074923419
2020-01-01,E05005083,GVA,£m,55.860366771
2020-01-01,E05005084,GVA,£m,44.841544389999996
2020-01-01,E05005085,GVA,£m,221.802490202
2020-01-01,E05005086,GVA,£m,33.109700388
2020-01-01,E05005087,GVA,£m,58.038575463
2020-01-01,E05005088,GVA,£m,132.981837275
2020-01-01,E05005089,GVA,£m,45.973879497
2020-01-01,E05005090,GVA,£m,81.53519262
2020-01-01,E05005091,GVA,£m,61.28792148
2020-01-01,E05005092,GVA,£m,19.92366249
2020-01-01,E05005093,GVA,£m,140.61483414399999
2020-01-01,E05005094,GVA,£m,24.901806367
2020-01-01,E05005095,GVA,£m,89.018005996
2020-01-01,E05005096,GVA,£m,123.444584734
2020-01-01,E05005097,GVA,£m,251.17665707999998
2020-01-01,E05005098,GVA,£m,175.543191998
2020-01-01,E05005099,GVA,£m,33.86363394
2020-01-01,E05005100,GVA,£m,263.5305231
2020-01-01,E05005101,GVA,£m,119.63678547
2020-01-01,E05005102,GVA,£m,36.490841001
2020-01-01,E05005103,GVA,£m,58.30005206
2020-01-01,E05005130,GVA,£m,180.79953751
2020-01-01,E05005131,GVA,£m,140.89380931
2020-01-01,E05005132,GVA,£m,74.09688226600001
2020-01-01,E05005133,GVA,£m,84.73153197
2020-01-01,E05005134,GVA,£m,445.78348193
2020-01-01,E05005135,GVA,£m,24.9954832
2020-01-01,E05005136,GVA,£m,89.35800463
2020-01-01,E05005137,GVA,£m,104.11208877
2020-01-01,E05005138,GVA,£m,199.89730931
2020-01-01,E05005139,GVA,£m,106.666290023
2020-01-01,E05005140,GVA,£m,338.36159514999997
2020-01-01,E05005141,GVA,£m,658.29335257
2020-01-01,E05005142,GVA,£m,194.60339322000002
2020-01-01,E05005143,GVA,£m,38.19326427
2020-01-01,E05005144,GVA,£m,43.257758217
2020-01-01,E05005145,GVA,£m,104.71733012
2020-01-01,E05005146,GVA,£m,285.846651408
2020-01-01,E05005147,GVA,£m,119.17970100000001
2020-01-01,E05005148,GVA,£m,68.134067591
2020-01-01,E05005149,GVA,£m,101.05027624
2020-01-01,E05005150,GVA,£m,89.795982567
2020-01-01,E05005151,GVA,£m,61.469476625999995
2020-01-01,E05005152,GVA,£m,25.363245191
2020-01-01,E05005153,GVA,£m,36.813094140000004
2020-01-01,E05005154,GVA,£m,162.169295975
2020-01-01,E05005155,GVA,£m,456.631702855
2020-01-01,E05005156,GVA,£m,32.646834841
2020-01-01,E05005157,GVA,£m,55.337130769
2020-01-01,E05005158,GVA,£m,460.042434097
2020-01-01,E05005159,GVA,£m,307.380102019
2020-01-01,E05005160,GVA,£m,119.353707328
2020-01-01,E05005161,GVA,£m,115.74313611
2020-01-01,E05005162,GVA,£m,47.770110626
2020-01-01,E05005163,GVA,£m,61.77910806
2020-01-01,E05005164,GVA,£m,28.578956561
2020-01-01,E05005185,GVA,£m,197.99190504
2020-01-01,E05005186,GVA,£m,55.347187971000004
2020-01-01,E05005187,GVA,£m,89.363682119999993
2020-01-01,E05005188,GVA,£m,80.61563348
2020-01-01,E05005189,GVA,£m,19.16967778
2020-01-01,E05005190,GVA,£m,192.74980084999999
2020-01-01,E05005191,GVA,£m,18.907314779
2020-01-01,E05005192,GVA,£m,12.743593051
2020-01-01,E05005193,GVA,£m,62.370452197
2020-01-01,E05005194,GVA,£m,32.630291249
2020-01-01,E05005195,GVA,£m,124.43354221
2020-01-01,E05005196,GVA,£m,63.05876169
2020-01-01,E05005197,GVA,£m,62.53467896
2020-01-01,E05005198,GVA,£m,197.91399169
2020-01-01,E05005199,GVA,£m,28.929341921000002
2020-01-01,E05005200,GVA,£m,37.69841227
2020-01-01,E05005201,GVA,£m,162.66193034
2020-01-01,E05005202,GVA,£m,72.708873729
2020-01-01,E05005203,GVA,£m,69.92273597
2020-01-01,E05005204,GVA,£m,53.920456206000004
2020-01-01,E05005205,GVA,£m,798.8284719
2020-01-01,E05005206,GVA,£m,280.09369491999996
2020-01-01,E05005207,GVA,£m,137.56646267
2020-01-01,E05005208,GVA,£m,18.074357723
2020-01-01,E05005209,GVA,£m,161.246563256
2020-01-01,E05005210,GVA,£m,99.242015098
2020-01-01,E05005211,GVA,£m,134.706847126
2020-01-01,E05005212,GVA,£m,45.552440850000004
2020-01-01,E05005213,GVA,£m,20.941050711
2020-01-01,E05005214,GVA,£m,69.63354014
2020-01-01,E05005215,GVA,£m,54.099137533
2020-01-01,E05005216,GVA,£m,45.164790595
2020-01-01,E05005217,GVA,£m,30.037832861000002
2020-01-01,E05005218,GVA,£m,115.506973044
2020-01-01,E05005219,GVA,£m,24.734398391
2020-01-01,E05005220,GVA,£m,73.907155074
2020-01-01,E05005221,GVA,£m,40.499083670000005
2020-01-01,E05005316,GVA,£m,35.63869181
2020-01-01,E05005317,GVA,£m,49.22314528
2020-01-01,E05005318,GVA,£m,40.00746767
2020-01-01,E05005319,GVA,£m,46.39393191400001
2020-01-01,E05005320,GVA,£m,114.210466833
2020-01-01,E05005321,GVA,£m,58.223147855
2020-01-01,E05005322,GVA,£m,79.500454824
2020-01-01,E05005323,GVA,£m,20.295397275
2020-01-01,E05005324,GVA,£m,48.674589396
2020-01-01,E05005325,GVA,£m,64.10094489
2020-01-01,E05005326,GVA,£m,152.292514766
2020-01-01,E05005327,GVA,£m,23.700914588
2020-01-01,E05005328,GVA,£m,59.776577739000004
2020-01-01,E05005329,GVA,£m,170.891271342
2020-01-01,E05005357,GVA,£m,27.661526470000002
2020-01-01,E05005358,GVA,£m,62.093919146
2020-01-01,E05005359,GVA,£m,29.690665132
2020-01-01,E05005360,GVA,£m,67.64843131
2020-01-01,E05005361,GVA,£m,21.327602
2020-01-01,E05005362,GVA,£m,189.76801783000002
2020-01-01,E05005363,GVA,£m,194.13434205800002
2020-01-01,E05005364,GVA,£m,10.934072779000001
2020-01-01,E05005365,GVA,£m,40.95401603
2020-01-01,E05005366,GVA,£m,54.020846668999994
2020-01-01,E05005367,GVA,£m,76.419864085
2020-01-01,E05005368,GVA,£m,16.303513195
2020-01-01,E05005369,GVA,£m,53.648264827
2020-01-01,E05005370,GVA,£m,60.361766941
2020-01-01,E05005371,GVA,£m,42.93569816
2020-01-01,E05005372,GVA,£m,86.49606650999999
2020-01-01,E05005373,GVA,£m,107.514501908
2020-01-01,E05005374,GVA,£m,225.418247535
2020-01-01,E05005375,GVA,£m,163.670416393
2020-01-01,E05005376,GVA,£m,57.906041095000006
2020-01-01,E05005377,GVA,£m,116.94168431
2020-01-01,E05005378,GVA,£m,479.297927793
2020-01-01,E05005379,GVA,£m,133.19880708
2020-01-01,E05005380,GVA,£m,67.22990796
2020-01-01,E05005381,GVA,£m,246.8135961
2020-01-01,E05005408,GVA,£m,39.85045992
2020-01-01,E05005409,GVA,£m,113.778654838
2020-01-01,E05005410,GVA,£m,50.208979669
2020-01-01,E05005411,GVA,£m,79.74539093
2020-01-01,E05005412,GVA,£m,220.01582221
2020-01-01,E05005413,GVA,£m,921.56727149
2020-01-01,E05005414,GVA,£m,180.01452994200002
2020-01-01,E05005416,GVA,£m,54.240967283
2020-01-01,E05005417,GVA,£m,106.848071588
2020-01-01,E05005418,GVA,£m,185.592967716
2020-01-01,E05005419,GVA,£m,34.372995283
2020-01-01,E05005420,GVA,£m,86.970775949
2020-01-01,E05005421,GVA,£m,177.17470452999999
2020-01-01,E05005422,GVA,£m,60.219166138
2020-01-01,E05005423,GVA,£m,107.591959497
2020-01-01,E05005424,GVA,£m,78.293682898
2020-01-01,E05005426,GVA,£m,69.92838159
2020-01-01,E05005427,GVA,£m,119.742261141
2020-01-01,E05005428,GVA,£m,100.46280782900001
2020-01-01,E05005429,GVA,£m,59.547182237
2020-01-01,E05005430,GVA,£m,36.2561915
2020-01-01,E05005431,GVA,£m,88.67907974
2020-01-01,E05005432,GVA,£m,99.602763304
2020-01-01,E05005433,GVA,£m,86.088664499
2020-01-01,E05005434,GVA,£m,36.045448103
2020-01-01,E05005435,GVA,£m,69.254106721
2020-01-01,E05005436,GVA,£m,705.0057616199999
2020-01-01,E05005437,GVA,£m,187.468750066
2020-01-01,E05005438,GVA,£m,36.929406477
2020-01-01,E05005439,GVA,£m,78.60988333
2020-01-01,E05005440,GVA,£m,287.01088006
2020-01-01,E05005441,GVA,£m,64.045707352
2020-01-01,E05005442,GVA,£m,31.151049554
2020-01-01,E05005443,GVA,£m,49.06175522
2020-01-01,E05005444,GVA,£m,122.4181994
2020-01-01,E05005445,GVA,£m,77.19831287
2020-01-01,E05005446,GVA,£m,241.44627902000002
2020-01-01,E05005447,GVA,£m,95.11926030000001
2020-01-01,E05005448,GVA,£m,99.63129182
2020-01-01,E05005449,GVA,£m,41.716027248
2020-01-01,E05005450,GVA,£m,202.022964619
2020-01-01,E05005451,GVA,£m,52.47420881
2020-01-01,E05005452,GVA,£m,354.595407256
2020-01-01,E05005453,GVA,£m,138.468387
2020-01-01,E05005479,GVA,£m,100.79000248999999
2020-01-01,E05005480,GVA,£m,70.282034959
2020-01-01,E05005481,GVA,£m,70.18191378899999
2020-01-01,E05005482,GVA,£m,36.72014096
2020-01-01,E05005483,GVA,£m,240.156261774
2020-01-01,E05005484,GVA,£m,97.09717395999999
2020-01-01,E05005485,GVA,£m,59.494408745
2020-01-01,E05005486,GVA,£m,123.117499022
2020-01-01,E05005487,GVA,£m,226.18032084
2020-01-01,E05005488,GVA,£m,457.90894850200004
2020-01-01,E05005489,GVA,£m,266.83098758
2020-01-01,E05005490,GVA,£m,63.420326443
2020-01-01,E05005491,GVA,£m,112.95862831999999
2020-01-01,E05005492,GVA,£m,384.70297988699997
2020-01-01,E05005493,GVA,£m,88.91380395499999
2020-01-01,E05005494,GVA,£m,62.69442186
2020-01-01,E05005495,GVA,£m,52.310743650000006
2020-01-01,E05005496,GVA,£m,57.540599040000004
2020-01-01,E05005497,GVA,£m,20.34631649
2020-01-01,E05005498,GVA,£m,51.33415325
2020-01-01,E05005499,GVA,£m,25.68526358
2020-01-01,E05005500,GVA,£m,69.17928411
2020-01-01,E05005501,GVA,£m,182.0893924
2020-01-01,E05005502,GVA,£m,203.73352864199998
2020-01-01,E05005503,GVA,£m,80.014978126
2020-01-01,E05005504,GVA,£m,95.596848392
2020-01-01,E05005505,GVA,£m,29.385776927000002
2020-01-01,E05005506,GVA,£m,58.906210279999996
2020-01-01,E05005507,GVA,£m,61.86993566
2020-01-01,E05005508,GVA,£m,33.86126973
2020-01-01,E05005509,GVA,£m,192.7964841
2020-01-01,E05005510,GVA,£m,31.36675643
2020-01-01,E05005531,GVA,£m,47.394324481
2020-01-01,E05005532,GVA,£m,85.46103603
2020-01-01,E05005533,GVA,£m,95.09697458
2020-01-01,E05005534,GVA,£m,28.840293382
2020-01-01,E05005535,GVA,£m,38.400757877000004
2020-01-01,E05005536,GVA,£m,205.689225693
2020-01-01,E05005537,GVA,£m,82.786272248
2020-01-01,E05005538,GVA,£m,121.417973082
2020-01-01,E05005539,GVA,£m,55.058981256
2020-01-01,E05005540,GVA,£m,59.322990434
2020-01-01,E05005618,GVA,£m,113.66039461
2020-01-01,E05005619,GVA,£m,127.29538392
2020-01-01,E05005620,GVA,£m,122.60445576
2020-01-01,E05005621,GVA,£m,158.30607436
2020-01-01,E05005622,GVA,£m,69.795816828
2020-01-01,E05005623,GVA,£m,92.02741444
2020-01-01,E05005624,GVA,£m,325.11624652
2020-01-01,E05005625,GVA,£m,109.91892218999999
2020-01-01,E05005626,GVA,£m,72.508336836
2020-01-01,E05005627,GVA,£m,34.52895331
2020-01-01,E05005628,GVA,£m,17.64935114
2020-01-01,E05005629,GVA,£m,41.0558647
2020-01-01,E05005630,GVA,£m,20.517079760999998
2020-01-01,E05005631,GVA,£m,410.36990672999997
2020-01-01,E05005632,GVA,£m,44.259158111
2020-01-01,E05005633,GVA,£m,53.868250081
2020-01-01,E05005634,GVA,£m,26.06403639
2020-01-01,E05005635,GVA,£m,25.20777175
2020-01-01,E05005636,GVA,£m,69.92983442399999
2020-01-01,E05005637,GVA,£m,67.12420559
2020-01-01,E05005638,GVA,£m,84.648241289
2020-01-01,E05005639,GVA,£m,79.53741869
2020-01-01,E05005640,GVA,£m,107.9782476
2020-01-01,E05005641,GVA,£m,34.826977228
2020-01-01,E05005642,GVA,£m,60.365202004
2020-01-01,E05005643,GVA,£m,14.856085111
2020-01-01,E05005644,GVA,£m,57.97106942
2020-01-01,E05005645,GVA,£m,97.47123639
2020-01-01,E05005646,GVA,£m,40.78386431
2020-01-01,E05005647,GVA,£m,22.63495337
2020-01-01,E05005648,GVA,£m,93.82525999
2020-01-01,E05005649,GVA,£m,91.55307617
2020-01-01,E05005650,GVA,£m,191.80709375
2020-01-01,E05005651,GVA,£m,154.89400865
2020-01-01,E05005652,GVA,£m,447.13611499
2020-01-01,E05005653,GVA,£m,339.2561172
2020-01-01,E05005654,GVA,£m,54.774348457
2020-01-01,E05005655,GVA,£m,101.43423271
2020-01-01,E05005656,GVA,£m,107.01469539
2020-01-01,E05005657,GVA,£m,180.29772177
2020-01-01,E05005658,GVA,£m,18.152286153
2020-01-01,E05005659,GVA,£m,133.30317065100002
2020-01-01,E05005660,GVA,£m,21.29693261
2020-01-01,E05005661,GVA,£m,60.73532719
2020-01-01,E05005757,GVA,£m,58.41758053
2020-01-01,E05005758,GVA,£m,141.132800838
2020-01-01,E05005759,GVA,£m,66.23148336999999
2020-01-01,E05005760,GVA,£m,314.528443015
2020-01-01,E05005761,GVA,£m,17.269901199
2020-01-01,E05005762,GVA,£m,22.37854934
2020-01-01,E05005763,GVA,£m,25.449021870000003
2020-01-01,E05005764,GVA,£m,19.948879786
2020-01-01,E05005765,GVA,£m,77.77061894
2020-01-01,E05005766,GVA,£m,59.64512542
2020-01-01,E05005767,GVA,£m,110.70556435
2020-01-01,E05005768,GVA,£m,164.549082243
2020-01-01,E05005769,GVA,£m,102.66989084
2020-01-01,E05005770,GVA,£m,63.527675040000005
2020-01-01,E05005771,GVA,£m,53.337933336000006
2020-01-01,E05005772,GVA,£m,21.726741605999997
2020-01-01,E05005773,GVA,£m,51.495966538
2020-01-01,E05005774,GVA,£m,31.33102207
2020-01-01,E05005775,GVA,£m,35.535645145
2020-01-01,E05005776,GVA,£m,59.102067302
2020-01-01,E05005777,GVA,£m,52.197662958
2020-01-01,E05005778,GVA,£m,1647.4554896460002
2020-01-01,E05005779,GVA,£m,47.779308505
2020-01-01,E05005780,GVA,£m,45.922719813
2020-01-01,E05005781,GVA,£m,52.325876118
2020-01-01,E05005782,GVA,£m,160.406003677
2020-01-01,E05005783,GVA,£m,135.449792019
2020-01-01,E05005784,GVA,£m,151.842921153
2020-01-01,E05005785,GVA,£m,88.111017556
2020-01-01,E05005786,GVA,£m,35.141513649000004
2020-01-01,E05005787,GVA,£m,41.724383121
2020-01-01,E05005788,GVA,£m,220.233670822
2020-01-01,E05005789,GVA,£m,40.006585361
2020-01-01,E05005790,GVA,£m,40.535464577
2020-01-01,E05005791,GVA,£m,28.312072469999997
2020-01-01,E05005792,GVA,£m,72.13288792
2020-01-01,E05005793,GVA,£m,43.803646401
2020-01-01,E05005794,GVA,£m,259.179230189
2020-01-01,E05005795,GVA,£m,293.17032779
2020-01-01,E05005796,GVA,£m,38.563490984
2020-01-01,E05005797,GVA,£m,63.68710387
2020-01-01,E05005798,GVA,£m,228.38927588
2020-01-01,E05005799,GVA,£m,35.456887232
2020-01-01,E05005800,GVA,£m,36.094890254999996
2020-01-01,E05006191,GVA,£m,65.34116471
2020-01-01,E05006198,GVA,£m,58.85268862
2020-01-01,E05006203,GVA,£m,20.95143737
2020-01-01,E05006206,GVA,£m,26.51555145
2020-01-01,E05006297,GVA,£m,48.9581301
2020-01-01,E05006298,GVA,£m,75.6153821
2020-01-01,E05006299,GVA,£m,18.56147826
2020-01-01,E05006300,GVA,£m,22.38320273
2020-01-01,E05006301,GVA,£m,122.39857875
2020-01-01,E05006302,GVA,£m,59.41913434
2020-01-01,E05006303,GVA,£m,21.33313949
2020-01-01,E05006304,GVA,£m,55.81913538
2020-01-01,E05006305,GVA,£m,226.19699158
2020-01-01,E05006306,GVA,£m,137.67873803999998
2020-01-01,E05006307,GVA,£m,52.53326802
2020-01-01,E05006308,GVA,£m,65.53085061
2020-01-01,E05006309,GVA,£m,50.78079484
2020-01-01,E05006310,GVA,£m,22.12734714
2020-01-01,E05006311,GVA,£m,114.7089851
2020-01-01,E05006312,GVA,£m,173.492632
2020-01-01,E05006313,GVA,£m,50.08004297
2020-01-01,E05006314,GVA,£m,25.73700042
2020-01-01,E05006315,GVA,£m,39.31664486
2020-01-01,E05006316,GVA,£m,27.88338232
2020-01-01,E05006377,GVA,£m,32.35105684
2020-01-01,E05006378,GVA,£m,94.76363744
2020-01-01,E05006379,GVA,£m,66.849115204
2020-01-01,E05006380,GVA,£m,16.49853653
2020-01-01,E05006381,GVA,£m,37.72105059
2020-01-01,E05006382,GVA,£m,62.91382331
2020-01-01,E05006383,GVA,£m,116.53159145
2020-01-01,E05006384,GVA,£m,20.81474175
2020-01-01,E05006385,GVA,£m,111.4179609
2020-01-01,E05006386,GVA,£m,32.08005796
2020-01-01,E05006387,GVA,£m,56.748214098
2020-01-01,E05006388,GVA,£m,11.61924324
2020-01-01,E05006389,GVA,£m,21.37110324
2020-01-01,E05006390,GVA,£m,164.5809696
2020-01-01,E05006391,GVA,£m,16.54897637
2020-01-01,E05006392,GVA,£m,64.3272429
2020-01-01,E05006393,GVA,£m,96.17344911
2020-01-01,E05006394,GVA,£m,126.76401859
2020-01-01,E05006395,GVA,£m,82.3684183
2020-01-01,E05006396,GVA,£m,142.583636764
2020-01-01,E05006397,GVA,£m,64.472913411
2020-01-01,E05006398,GVA,£m,82.85281581400001
2020-01-01,E05006399,GVA,£m,315.29707569199996
2020-01-01,E05006400,GVA,£m,239.386117227
2020-01-01,E05006401,GVA,£m,280.555277126
2020-01-01,E05006627,GVA,£m,28.67733212
2020-01-01,E05006628,GVA,£m,39.0522278
2020-01-01,E05006629,GVA,£m,40.28330507
2020-01-01,E05006632,GVA,£m,69.35852625300001
2020-01-01,E05006634,GVA,£m,51.538506626
2020-01-01,E05006637,GVA,£m,134.849422556
2020-01-01,E05006638,GVA,£m,103.0134741
2020-01-01,E05006639,GVA,£m,314.29480372
2020-01-01,E05006640,GVA,£m,83.51648638
2020-01-01,E05006642,GVA,£m,196.04094744
2020-01-01,E05006643,GVA,£m,18.94518142
2020-01-01,E05006644,GVA,£m,30.6541302
2020-01-01,E05006645,GVA,£m,152.62560557
2020-01-01,E05006646,GVA,£m,43.3279239
2020-01-01,E05006647,GVA,£m,21.06429893
2020-01-01,E05006648,GVA,£m,78.348554206
2020-01-01,E05006649,GVA,£m,79.99964079
2020-01-01,E05006650,GVA,£m,39.34878521
2020-01-01,E05006651,GVA,£m,288.58906475099997
2020-01-01,E05006652,GVA,£m,203.15266123799998
2020-01-01,E05006653,GVA,£m,148.42175984
2020-01-01,E05006761,GVA,£m,120.59408072
2020-01-01,E05006762,GVA,£m,148.8066875
2020-01-01,E05006763,GVA,£m,56.30960048
2020-01-01,E05006765,GVA,£m,81.666487642
2020-01-01,E05006766,GVA,£m,116.80747328999999
2020-01-01,E05006767,GVA,£m,84.69589784
2020-01-01,E05006768,GVA,£m,46.29465597
2020-01-01,E05006769,GVA,£m,39.711601263999995
2020-01-01,E05006770,GVA,£m,51.819039696
2020-01-01,E05006771,GVA,£m,166.12675516000002
2020-01-01,E05006772,GVA,£m,59.85968348
2020-01-01,E05006773,GVA,£m,17.31878513
2020-01-01,E05006774,GVA,£m,59.334252705000004
2020-01-01,E05006775,GVA,£m,87.10972720999999
2020-01-01,E05006776,GVA,£m,28.08585999
2020-01-01,E05006777,GVA,£m,20.47369952
2020-01-01,E05006778,GVA,£m,8.648551168
2020-01-01,E05006779,GVA,£m,36.19854726
2020-01-01,E05006780,GVA,£m,38.31030991
2020-01-01,E05006781,GVA,£m,50.39089591
2020-01-01,E05006782,GVA,£m,18.38980592
2020-01-01,E05006783,GVA,£m,80.02106553
2020-01-01,E05006784,GVA,£m,114.93951439
2020-01-01,E05006785,GVA,£m,80.79573828000001
2020-01-01,E05006786,GVA,£m,92.45581273
2020-01-01,E05006787,GVA,£m,94.307240107
2020-01-01,E05006788,GVA,£m,14.50606344
2020-01-01,E05006789,GVA,£m,70.63410759
2020-01-01,E05006790,GVA,£m,66.11428392
2020-01-01,E05006791,GVA,£m,152.580104449
2020-01-01,E05006792,GVA,£m,66.587578489
2020-01-01,E05006793,GVA,£m,15.99943593
2020-01-01,E05006902,GVA,£m,236.411455121
2020-01-01,E05006903,GVA,£m,95.57138438300001
2020-01-01,E05006904,GVA,£m,23.838945231
2020-01-01,E05006905,GVA,£m,500.731209927
2020-01-01,E05006906,GVA,£m,177.87607897
2020-01-01,E05006907,GVA,£m,38.885662481
2020-01-01,E05006908,GVA,£m,25.015334781
2020-01-01,E05006909,GVA,£m,152.271668117
2020-01-01,E05006910,GVA,£m,41.719442807
2020-01-01,E05006911,GVA,£m,25.817195107
2020-01-01,E05006912,GVA,£m,60.396586673
2020-01-01,E05006913,GVA,£m,118.65564142000001
2020-01-01,E05006914,GVA,£m,323.34790277900004
2020-01-01,E05006915,GVA,£m,49.995920782
2020-01-01,E05006916,GVA,£m,164.176585716
2020-01-01,E05006917,GVA,£m,76.93420112
2020-01-01,E05006918,GVA,£m,42.286596888
2020-01-01,E05006919,GVA,£m,40.738509660000005
2020-01-01,E05006920,GVA,£m,354.899310564
2020-01-01,E05006921,GVA,£m,22.047177966
2020-01-01,E05006922,GVA,£m,590.72169024
2020-01-01,E05006923,GVA,£m,375.54486944999996
2020-01-01,E05006924,GVA,£m,152.27076379
2020-01-01,E05006925,GVA,£m,306.200829055
2020-01-01,E05006926,GVA,£m,76.32899139300001
2020-01-01,E05006927,GVA,£m,207.571587956
2020-01-01,E05006928,GVA,£m,259.55155870699997
2020-01-01,E05006929,GVA,£m,21.630471956
2020-01-01,E05006930,GVA,£m,345.10715287
2020-01-01,E05006931,GVA,£m,38.491316621
2020-01-01,E05006932,GVA,£m,56.547892599
2020-01-01,E05006933,GVA,£m,190.678000644
2020-01-01,E05006934,GVA,£m,64.16916423
2020-01-01,E05006935,GVA,£m,24.63239916
2020-01-01,E05006936,GVA,£m,38.583204387
2020-01-01,E05006937,GVA,£m,44.276729720000006
2020-01-01,E05006988,GVA,£m,375.107195963
2020-01-01,E05006989,GVA,£m,154.58298557
2020-01-01,E05006990,GVA,£m,85.667921779
2020-01-01,E05006991,GVA,£m,40.364807822
2020-01-01,E05006992,GVA,£m,65.88310601
2020-01-01,E05006993,GVA,£m,32.243653232
2020-01-01,E05006994,GVA,£m,52.338103189
2020-01-01,E05006995,GVA,£m,188.06641386
2020-01-01,E05006996,GVA,£m,46.74494097
2020-01-01,E05006997,GVA,£m,42.522793699
2020-01-01,E05006998,GVA,£m,26.81936385
2020-01-01,E05006999,GVA,£m,67.193775101
2020-01-01,E05007000,GVA,£m,68.837820015
2020-01-01,E05007001,GVA,£m,13.36812099
2020-01-01,E05007002,GVA,£m,214.45665149
2020-01-01,E05007003,GVA,£m,75.206752282
2020-01-01,E05007004,GVA,£m,21.9241437
2020-01-01,E05007005,GVA,£m,15.80221059
2020-01-01,E05007006,GVA,£m,9.235008347
2020-01-01,E05007007,GVA,£m,40.91691699
2020-01-01,E05007008,GVA,£m,47.44239022
