"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","C_AGE","C_AGE_NAME","C_AGE_CODE","C_AGE_TYPE","C_AGE_TYPECODE","C_AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2020","2020","2020","date",0,0,"1656754822","Bank Top & Lascelles","E05010412","2019 electoral ward",395,0,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",7317,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754822d0d200d20100",0,8053
"2020","2020","2020","date",0,0,"1656754823","Brinkburn & Faverdale","E05010413","2019 electoral ward",395,1,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6739,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754823d0d200d20100",1,8053
"2020","2020","2020","date",0,0,"1656754824","Cockerton","E05010414","2019 electoral ward",395,2,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6283,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754824d0d200d20100",2,8053
"2020","2020","2020","date",0,0,"1656754825","College","E05010415","2019 electoral ward",395,3,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",4270,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754825d0d200d20100",3,8053
"2020","2020","2020","date",0,0,"1656754826","Eastbourne","E05010416","2019 electoral ward",395,4,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6535,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754826d0d200d20100",4,8053
"2020","2020","2020","date",0,0,"1656754827","Harrowgate Hill","E05010417","2019 electoral ward",395,5,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6310,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754827d0d200d20100",5,8053
"2020","2020","2020","date",0,0,"1656754828","Haughton & Springfield","E05010418","2019 electoral ward",395,6,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6087,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754828d0d200d20100",6,8053
"2020","2020","2020","date",0,0,"1656754829","Heighington & Coniscliffe","E05010419","2019 electoral ward",395,7,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",4587,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754829d0d200d20100",7,8053
"2020","2020","2020","date",0,0,"1656754830","Hummersknott","E05010420","2019 electoral ward",395,8,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",3675,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754830d0d200d20100",8,8053
"2020","2020","2020","date",0,0,"1656754831","Hurworth","E05010421","2019 electoral ward",395,9,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",3288,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754831d0d200d20100",9,8053
"2020","2020","2020","date",0,0,"1656754832","Mowden","E05010422","2019 electoral ward",395,10,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",3815,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754832d0d200d20100",10,8053
"2020","2020","2020","date",0,0,"1656754833","North Road","E05010423","2019 electoral ward",395,11,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",6435,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754833d0d200d20100",11,8053
"2020","2020","2020","date",0,0,"1656754834","Northgate","E05010424","2019 electoral ward",395,12,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",4332,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754834d0d200d20100",12,8053
"2020","2020","2020","date",0,0,"1656754835","Park East","E05010425","2019 electoral ward",395,13,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",8007,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754835d0d200d20100",13,8053
"2020","2020","2020","date",0,0,"1656754836","Park West","E05010426","2019 electoral ward",395,14,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",4262,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32320e0d1656754836d0d200d20100",14,8053
