"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","C_AGE","C_AGE_NAME","C_AGE_CODE","C_AGE_TYPE","C_AGE_TYPECODE","C_AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"1937768453","South Yorkshire (Met County)","E11000003","former metropolitan counties",462,16,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",1374182,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1937768453d0d200d20100",16,621
"2021","2021","2021","date",0,0,"1937768454","Tyne and Wear (Met County)","E11000007","former metropolitan counties",462,17,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",1125695,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1937768454d0d200d20100",17,621
"2021","2021","2021","date",0,0,"1937768455","West Midlands (Met County)","E11000005","former metropolitan counties",462,18,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",2916132,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1937768455d0d200d20100",18,621
"2021","2021","2021","date",0,0,"1937768456","West Yorkshire (Met County)","E11000006","former metropolitan counties",462,19,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",2349987,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1937768456d0d200d20100",19,621
"2021","2021","2021","date",0,0,"1811939329","Darlington","E06000005","local authorities: district / unitary (as of April 2021)",432,20,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",108222,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939329d0d200d20100",20,621
"2021","2021","2021","date",0,0,"1811939330","County Durham","E06000047","local authorities: district / unitary (as of April 2021)",432,21,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",521346,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939330d0d200d20100",21,621
"2021","2021","2021","date",0,0,"1811939331","Hartlepool","E06000001","local authorities: district / unitary (as of April 2021)",432,22,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",92571,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939331d0d200d20100",22,621
"2021","2021","2021","date",0,0,"1811939332","Middlesbrough","E06000002","local authorities: district / unitary (as of April 2021)",432,23,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",143734,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939332d0d200d20100",23,621
"2021","2021","2021","date",0,0,"1811939334","Northumberland","E06000057","local authorities: district / unitary (as of April 2021)",432,24,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",321558,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939334d0d200d20100",24,621
"2021","2021","2021","date",0,0,"1811939335","Redcar and Cleveland","E06000003","local authorities: district / unitary (as of April 2021)",432,25,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",136616,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939335d0d200d20100",25,621
"2021","2021","2021","date",0,0,"1811939336","Stockton-on-Tees","E06000004","local authorities: district / unitary (as of April 2021)",432,26,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",197030,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939336d0d200d20100",26,621
"2021","2021","2021","date",0,0,"1811939338","Gateshead","E08000037","local authorities: district / unitary (as of April 2021)",432,27,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",196154,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939338d0d200d20100",27,621
"2021","2021","2021","date",0,0,"1811939339","Newcastle upon Tyne","E08000021","local authorities: district / unitary (as of April 2021)",432,28,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",298264,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939339d0d200d20100",28,621
"2021","2021","2021","date",0,0,"1811939340","North Tyneside","E08000022","local authorities: district / unitary (as of April 2021)",432,29,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",209151,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939340d0d200d20100",29,621
"2021","2021","2021","date",0,0,"1811939341","South Tyneside","E08000023","local authorities: district / unitary (as of April 2021)",432,30,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",147915,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939341d0d200d20100",30,621
"2021","2021","2021","date",0,0,"1811939342","Sunderland","E08000024","local authorities: district / unitary (as of April 2021)",432,31,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",274211,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939342d0d200d20100",31,621
"2021","2021","2021","date",0,0,"1811939343","Blackburn with Darwen","E06000008","local authorities: district / unitary (as of April 2021)",432,32,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",154922,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939343d0d200d20100",32,621
"2021","2021","2021","date",0,0,"1811939344","Blackpool","E06000009","local authorities: district / unitary (as of April 2021)",432,33,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",140954,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939344d0d200d20100",33,621
"2021","2021","2021","date",0,0,"1811939345","Cheshire East","E06000049","local authorities: district / unitary (as of April 2021)",432,34,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",400528,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939345d0d200d20100",34,621
"2021","2021","2021","date",0,0,"1811939346","Cheshire West and Chester","E06000050","local authorities: district / unitary (as of April 2021)",432,35,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",357699,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939346d0d200d20100",35,621
"2021","2021","2021","date",0,0,"1811939347","Halton","E06000006","local authorities: district / unitary (as of April 2021)",432,36,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",128577,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939347d0d200d20100",36,621
"2021","2021","2021","date",0,0,"1811939348","Warrington","E06000007","local authorities: district / unitary (as of April 2021)",432,37,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",211227,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939348d0d200d20100",37,621
"2021","2021","2021","date",0,0,"1811939349","Allerdale","E07000026","local authorities: district / unitary (as of April 2021)",432,38,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",96384,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939349d0d200d20100",38,621
"2021","2021","2021","date",0,0,"1811939350","Barrow-in-Furness","E07000027","local authorities: district / unitary (as of April 2021)",432,39,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",67375,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939350d0d200d20100",39,621
"2021","2021","2021","date",0,0,"1811939351","Carlisle","E07000028","local authorities: district / unitary (as of April 2021)",432,40,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",110255,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939351d0d200d20100",40,621
"2021","2021","2021","date",0,0,"1811939352","Copeland","E07000029","local authorities: district / unitary (as of April 2021)",432,41,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",67176,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939352d0d200d20100",41,621
"2021","2021","2021","date",0,0,"1811939353","Eden","E07000030","local authorities: district / unitary (as of April 2021)",432,42,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",54955,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939353d0d200d20100",42,621
"2021","2021","2021","date",0,0,"1811939354","South Lakeland","E07000031","local authorities: district / unitary (as of April 2021)",432,43,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",104676,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939354d0d200d20100",43,621
"2021","2021","2021","date",0,0,"1811939355","Bolton","E08000001","local authorities: district / unitary (as of April 2021)",432,44,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",296041,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939355d0d200d20100",44,621
"2021","2021","2021","date",0,0,"1811939356","Bury","E08000002","local authorities: district / unitary (as of April 2021)",432,45,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",193823,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939356d0d200d20100",45,621
"2021","2021","2021","date",0,0,"1811939357","Manchester","E08000003","local authorities: district / unitary (as of April 2021)",432,46,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",549853,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939357d0d200d20100",46,621
"2021","2021","2021","date",0,0,"1811939358","Oldham","E08000004","local authorities: district / unitary (as of April 2021)",432,47,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",242072,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939358d0d200d20100",47,621
"2021","2021","2021","date",0,0,"1811939359","Rochdale","E08000005","local authorities: district / unitary (as of April 2021)",432,48,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",224087,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939359d0d200d20100",48,621
"2021","2021","2021","date",0,0,"1811939360","Salford","E08000006","local authorities: district / unitary (as of April 2021)",432,49,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",270764,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939360d0d200d20100",49,621
"2021","2021","2021","date",0,0,"1811939361","Stockport","E08000007","local authorities: district / unitary (as of April 2021)",432,50,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",295243,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939361d0d200d20100",50,621
"2021","2021","2021","date",0,0,"1811939362","Tameside","E08000008","local authorities: district / unitary (as of April 2021)",432,51,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",231199,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939362d0d200d20100",51,621
"2021","2021","2021","date",0,0,"1811939363","Trafford","E08000009","local authorities: district / unitary (as of April 2021)",432,52,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",235546,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939363d0d200d20100",52,621
"2021","2021","2021","date",0,0,"1811939364","Wigan","E08000010","local authorities: district / unitary (as of April 2021)",432,53,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",329759,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939364d0d200d20100",53,621
"2021","2021","2021","date",0,0,"1811939365","Burnley","E07000117","local authorities: district / unitary (as of April 2021)",432,54,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",94721,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939365d0d200d20100",54,621
"2021","2021","2021","date",0,0,"1811939366","Chorley","E07000118","local authorities: district / unitary (as of April 2021)",432,55,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",117937,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939366d0d200d20100",55,621
"2021","2021","2021","date",0,0,"1811939367","Fylde","E07000119","local authorities: district / unitary (as of April 2021)",432,56,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",81845,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939367d0d200d20100",56,621
"2021","2021","2021","date",0,0,"1811939368","Hyndburn","E07000120","local authorities: district / unitary (as of April 2021)",432,57,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",82261,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939368d0d200d20100",57,621
"2021","2021","2021","date",0,0,"1811939369","Lancaster","E07000121","local authorities: district / unitary (as of April 2021)",432,58,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",142162,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939369d0d200d20100",58,621
"2021","2021","2021","date",0,0,"1811939370","Pendle","E07000122","local authorities: district / unitary (as of April 2021)",432,59,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",95789,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939370d0d200d20100",59,621
"2021","2021","2021","date",0,0,"1811939371","Preston","E07000123","local authorities: district / unitary (as of April 2021)",432,60,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",147617,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939371d0d200d20100",60,621
"2021","2021","2021","date",0,0,"1811939372","Ribble Valley","E07000124","local authorities: district / unitary (as of April 2021)",432,61,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",61907,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939372d0d200d20100",61,621
"2021","2021","2021","date",0,0,"1811939373","Rossendale","E07000125","local authorities: district / unitary (as of April 2021)",432,62,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",71010,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939373d0d200d20100",62,621
"2021","2021","2021","date",0,0,"1811939374","South Ribble","E07000126","local authorities: district / unitary (as of April 2021)",432,63,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",111204,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939374d0d200d20100",63,621
"2021","2021","2021","date",0,0,"1811939375","West Lancashire","E07000127","local authorities: district / unitary (as of April 2021)",432,64,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",117125,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939375d0d200d20100",64,621
"2021","2021","2021","date",0,0,"1811939376","Wyre","E07000128","local authorities: district / unitary (as of April 2021)",432,65,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",112457,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939376d0d200d20100",65,621
"2021","2021","2021","date",0,0,"1811939377","Knowsley","E08000011","local authorities: district / unitary (as of April 2021)",432,66,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",154974,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939377d0d200d20100",66,621
"2021","2021","2021","date",0,0,"1811939378","Liverpool","E08000012","local authorities: district / unitary (as of April 2021)",432,67,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",484488,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939378d0d200d20100",67,621
"2021","2021","2021","date",0,0,"1811939379","Sefton","E08000014","local authorities: district / unitary (as of April 2021)",432,68,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",279692,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939379d0d200d20100",68,621
"2021","2021","2021","date",0,0,"1811939380","St. Helens","E08000013","local authorities: district / unitary (as of April 2021)",432,69,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",183391,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939380d0d200d20100",69,621
"2021","2021","2021","date",0,0,"1811939381","Wirral","E08000015","local authorities: district / unitary (as of April 2021)",432,70,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",320600,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939381d0d200d20100",70,621
"2021","2021","2021","date",0,0,"1811939382","East Riding of Yorkshire","E06000011","local authorities: district / unitary (as of April 2021)",432,71,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",343143,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939382d0d200d20100",71,621
"2021","2021","2021","date",0,0,"1811939383","Kingston upon Hull, City of","E06000010","local authorities: district / unitary (as of April 2021)",432,72,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",266463,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939383d0d200d20100",72,621
"2021","2021","2021","date",0,0,"1811939384","North East Lincolnshire","E06000012","local authorities: district / unitary (as of April 2021)",432,73,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",157197,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939384d0d200d20100",73,621
"2021","2021","2021","date",0,0,"1811939385","North Lincolnshire","E06000013","local authorities: district / unitary (as of April 2021)",432,74,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",169940,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939385d0d200d20100",74,621
"2021","2021","2021","date",0,0,"1811939386","York","E06000014","local authorities: district / unitary (as of April 2021)",432,75,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",201672,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939386d0d200d20100",75,621
"2021","2021","2021","date",0,0,"1811939387","Craven","E07000163","local authorities: district / unitary (as of April 2021)",432,76,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",57090,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939387d0d200d20100",76,621
"2021","2021","2021","date",0,0,"1811939388","Hambleton","E07000164","local authorities: district / unitary (as of April 2021)",432,77,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",91037,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939388d0d200d20100",77,621
"2021","2021","2021","date",0,0,"1811939389","Harrogate","E07000165","local authorities: district / unitary (as of April 2021)",432,78,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",164105,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939389d0d200d20100",78,621
"2021","2021","2021","date",0,0,"1811939390","Richmondshire","E07000166","local authorities: district / unitary (as of April 2021)",432,79,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",50358,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939390d0d200d20100",79,621
"2021","2021","2021","date",0,0,"1811939391","Ryedale","E07000167","local authorities: district / unitary (as of April 2021)",432,80,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",54897,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939391d0d200d20100",80,621
"2021","2021","2021","date",0,0,"1811939392","Scarborough","E07000168","local authorities: district / unitary (as of April 2021)",432,81,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",108959,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939392d0d200d20100",81,621
"2021","2021","2021","date",0,0,"1811939393","Selby","E07000169","local authorities: district / unitary (as of April 2021)",432,82,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",92401,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939393d0d200d20100",82,621
"2021","2021","2021","date",0,0,"1811939394","Barnsley","E08000016","local authorities: district / unitary (as of April 2021)",432,83,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",244893,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939394d0d200d20100",83,621
"2021","2021","2021","date",0,0,"1811939395","Doncaster","E08000017","local authorities: district / unitary (as of April 2021)",432,84,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",308705,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939395d0d200d20100",84,621
"2021","2021","2021","date",0,0,"1811939396","Rotherham","E08000018","local authorities: district / unitary (as of April 2021)",432,85,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",266183,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939396d0d200d20100",85,621
"2021","2021","2021","date",0,0,"1811939397","Sheffield","E08000019","local authorities: district / unitary (as of April 2021)",432,86,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",554401,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e0d1811939397d0d200d20100",86,621
