measure_name,measure
Employment and Support Allowance Caseload - 2011 Geographies,str:count:ESA_Caseload_new:V_F_ESA_NEW
Weekly Award Amount,str:measure:ESA_Caseload_new:V_F_ESA_NEW:CAWKLYAMT
