dimension_name,dimension
National - Regional - LAs,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:oa11
National - Regional - LA - Ward,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:WARD_CODE
Westminster Parliamentary Constituency,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:PARLC_CODE
Scottish Parliamentary Constituencies,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:SPC_CODE
Reason,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:reason
Decision,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:dec
Date of Decision,str:field:ESA_WCA_MR_Clear:V_F_ESA_WCA_MR_CLEAR:DECISION_DATE
