measure_name,measure
AA (in payment) - 2011 Geographies,str:count:AA_In_Payment_New:V_F_AA_In_Payment_New
Weekly Award Amount,str:measure:AA_In_Payment_New:V_F_AA_In_Payment_New:CAWKLYAMT
