date,gender_code,gender_name,age_code,age_name,variable_code,variable_name,geography_code,geography_name,geography_type,value
2021,0,Total,200,All Ages,n_persons,Number of persons,E12999901,The North,panrgn22,15550498
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000001,North East,rgn22,2646772
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000002,North West,rgn22,7422295
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000003,Yorkshire and The Humber,rgn22,5481431
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000004,East Midlands,rgn22,4880094
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000005,West Midlands,rgn22,5954240
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000006,East,rgn22,6348096
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000007,London,rgn22,8796628
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000008,South East,rgn22,9294023
2021,0,Total,200,All Ages,n_persons,Number of persons,E12000009,South West,rgn22,5712840
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000005,Darlington,lad22,108222
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000047,County Durham,lad22,521346
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000001,Hartlepool,lad22,92571
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000002,Middlesbrough,lad22,143734
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000057,Northumberland,lad22,321558
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000003,Redcar and Cleveland,lad22,136616
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000004,Stockton-on-Tees,lad22,197030
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000037,Gateshead,lad22,196154
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000021,Newcastle upon Tyne,lad22,298264
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000022,North Tyneside,lad22,209151
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000023,South Tyneside,lad22,147915
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000024,Sunderland,lad22,274211
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000008,Blackburn with Darwen,lad22,154922
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000009,Blackpool,lad22,140954
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000049,Cheshire East,lad22,400528
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000050,Cheshire West and Chester,lad22,357699
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000006,Halton,lad22,128577
2021,0,Total,200,All Ages,n_persons,Number of persons,E06000007,Warrington,lad22,211227
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000026,Allerdale,lad22,96384
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000027,Barrow-in-Furness,lad22,67375
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000028,Carlisle,lad22,110255
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000029,Copeland,lad22,67176
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000030,Eden,lad22,54955
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000031,South Lakeland,lad22,104676
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000001,Bolton,lad22,296041
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000002,Bury,lad22,193823
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000003,Manchester,lad22,549853
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000004,Oldham,lad22,242072
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000005,Rochdale,lad22,224087
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000006,Salford,lad22,270764
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000007,Stockport,lad22,295243
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000008,Tameside,lad22,231199
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000009,Trafford,lad22,235546
2021,0,Total,200,All Ages,n_persons,Number of persons,E08000010,Wigan,lad22,329759
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000117,Burnley,lad22,94721
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000118,Chorley,lad22,117937
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000119,Fylde,lad22,81845
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000120,Hyndburn,lad22,82261
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000121,Lancaster,lad22,142162
2021,0,Total,200,All Ages,n_persons,Number of persons,E07000122,Pendle,lad22,95789
