geography_code,Number of persons,pensioners,working_age
E08000032,546976.0,14046.0,29217.0
E08000033,206818.0,5651.0,10865.0
E08000034,433355.0,11289.0,23099.0
E08000035,809036.0,20022.0,42596.0
E08000036,353802.0,10024.0,19608.0
E12000003,5481431.0,152150.0,260248.0
E47000003,2349987.0,,
