measure_name,measure
Weekly Award Amount,str:measure:CA_In_Payment_New:V_F_CA_In_Payment_New:CAWKLYAMT
CA (In Payment) - 2011 Geographies,str:count:CA_In_Payment_New:V_F_CA_In_Payment_New
