dimension_name,dimension
Quarter,str:field:AA_Entitled:F_AA_QTR:DATE_NAME
National - Regional - LA - OAs,str:field:AA_Entitled:V_F_AA_Entitled:COA_CODE
Westminster Parliamentary Constituencies,str:field:AA_Entitled:V_F_AA_Entitled:PARLC_code
Scottish Parliamentary Constituencies,str:field:AA_Entitled:V_F_AA_Entitled:SPARLC_code
AA Award Type,str:field:AA_Entitled:V_F_AA_Entitled:AAAWD
Age (bands and single year),str:field:AA_Entitled:V_F_AA_Entitled:CNAGE
Duration of Current Claim,str:field:AA_Entitled:V_F_AA_Entitled:CTDURTN
Gender,str:field:AA_Entitled:V_F_AA_Entitled:CCSEX
Main Disabling Condition,str:field:AA_Entitled:V_F_AA_Entitled:DISABLED
