,geography_code,tenure_type,value,variable_name
531,E08000037,private_registered_provider,5564.0,number_of_houses
532,E08000021,private_registered_provider,10577.0,number_of_houses
533,E08000022,private_registered_provider,6348.0,number_of_houses
534,E08000023,private_registered_provider,5319.0,number_of_houses
535,E08000024,private_registered_provider,34511.0,number_of_houses
536,E11000005,private_registered_provider,121925.0,number_of_houses
537,E08000025,private_registered_provider,45890.0,number_of_houses
538,E08000026,private_registered_provider,24973.0,number_of_houses
539,E08000027,private_registered_provider,5230.0,number_of_houses
540,E08000028,private_registered_provider,7514.0,number_of_houses
541,E08000029,private_registered_provider,3564.0,number_of_houses
542,E08000030,private_registered_provider,27779.0,number_of_houses
543,E08000031,private_registered_provider,6975.0,number_of_houses
544,E11000006,private_registered_provider,104723.0,number_of_houses
545,E08000032,private_registered_provider,31541.0,number_of_houses
546,E08000033,private_registered_provider,13990.0,number_of_houses
547,E08000034,private_registered_provider,6048.0,number_of_houses
548,E08000035,private_registered_provider,17930.0,number_of_houses
549,E08000036,private_registered_provider,35214.0,number_of_houses
550,E10000001,private_registered_provider,,number_of_houses
551,E07000002,private_registered_provider,,number_of_houses
552,E07000001,private_registered_provider,,number_of_houses
553,E07000003,private_registered_provider,,number_of_houses
554,E10000002,private_registered_provider,,number_of_houses
555,E07000004,private_registered_provider,,number_of_houses
556,E07000005,private_registered_provider,,number_of_houses
557,E07000006,private_registered_provider,,number_of_houses
558,E07000007,private_registered_provider,,number_of_houses
559,E10000003,private_registered_provider,31451.0,number_of_houses
560,E07000008,private_registered_provider,5417.0,number_of_houses
561,E07000009,private_registered_provider,5423.0,number_of_houses
562,E07000010,private_registered_provider,5859.0,number_of_houses
563,E07000011,private_registered_provider,10384.0,number_of_houses
564,E07000012,private_registered_provider,4368.0,number_of_houses
565,E10000004,private_registered_provider,,number_of_houses
566,E07000013,private_registered_provider,,number_of_houses
567,E07000014,private_registered_provider,,number_of_houses
568,E07000015,private_registered_provider,,number_of_houses
569,E07000016,private_registered_provider,,number_of_houses
570,E07000017,private_registered_provider,,number_of_houses
571,E07000018,private_registered_provider,,number_of_houses
572,E10000005,private_registered_provider,,number_of_houses
573,E07000019,private_registered_provider,,number_of_houses
574,E07000020,private_registered_provider,,number_of_houses
575,E07000025,private_registered_provider,,number_of_houses
576,E07000021,private_registered_provider,,number_of_houses
577,E07000022,private_registered_provider,,number_of_houses
578,E07000023,private_registered_provider,,number_of_houses
579,E07000024,private_registered_provider,,number_of_houses
580,E10000006,private_registered_provider,31163.0,number_of_houses
581,E07000026,private_registered_provider,8879.0,number_of_houses
582,E07000027,private_registered_provider,989.0,number_of_houses
583,E07000028,private_registered_provider,7911.0,number_of_houses
584,E07000029,private_registered_provider,5935.0,number_of_houses
585,E07000030,private_registered_provider,2592.0,number_of_houses
586,E07000031,private_registered_provider,4857.0,number_of_houses
587,E10000007,private_registered_provider,25795.0,number_of_houses
588,E07000032,private_registered_provider,7374.0,number_of_houses
589,E07000033,private_registered_provider,1171.0,number_of_houses
590,E07000034,private_registered_provider,1554.0,number_of_houses
591,E07000035,private_registered_provider,4247.0,number_of_houses
592,E07000036,private_registered_provider,6751.0,number_of_houses
593,E07000037,private_registered_provider,1485.0,number_of_houses
594,E07000038,private_registered_provider,1145.0,number_of_houses
595,E07000039,private_registered_provider,2068.0,number_of_houses
596,E10000008,private_registered_provider,30145.0,number_of_houses
597,E07000040,private_registered_provider,2989.0,number_of_houses
598,E07000041,private_registered_provider,4657.0,number_of_houses
599,E07000042,private_registered_provider,1522.0,number_of_houses
600,E07000043,private_registered_provider,4954.0,number_of_houses
601,E07000044,private_registered_provider,4727.0,number_of_houses
602,E07000045,private_registered_provider,5911.0,number_of_houses
603,E07000046,private_registered_provider,2840.0,number_of_houses
604,E07000047,private_registered_provider,2545.0,number_of_houses
605,E10000009,private_registered_provider,,number_of_houses
606,E07000048,private_registered_provider,,number_of_houses
607,E07000049,private_registered_provider,,number_of_houses
608,E07000050,private_registered_provider,,number_of_houses
609,E07000051,private_registered_provider,,number_of_houses
610,E07000052,private_registered_provider,,number_of_houses
611,E07000053,private_registered_provider,,number_of_houses
612,E10000010,private_registered_provider,,number_of_houses
613,E07000054,private_registered_provider,,number_of_houses
614,E07000055,private_registered_provider,,number_of_houses
615,E07000056,private_registered_provider,,number_of_houses
616,E07000057,private_registered_provider,,number_of_houses
617,E07000058,private_registered_provider,,number_of_houses
618,E07000059,private_registered_provider,,number_of_houses
619,E07000060,private_registered_provider,,number_of_houses
620,E10000011,private_registered_provider,18000.0,number_of_houses
621,E07000061,private_registered_provider,2579.0,number_of_houses
622,E07000062,private_registered_provider,6091.0,number_of_houses
623,E07000063,private_registered_provider,1753.0,number_of_houses
624,E07000064,private_registered_provider,4530.0,number_of_houses
625,E07000065,private_registered_provider,3047.0,number_of_houses
626,E10000012,private_registered_provider,50805.0,number_of_houses
627,E07000066,private_registered_provider,5952.0,number_of_houses
628,E07000067,private_registered_provider,11129.0,number_of_houses
629,E07000068,private_registered_provider,1027.0,number_of_houses
630,E07000069,private_registered_provider,603.0,number_of_houses
631,E07000070,private_registered_provider,10787.0,number_of_houses
632,E07000071,private_registered_provider,5400.0,number_of_houses
633,E07000072,private_registered_provider,1841.0,number_of_houses
634,E07000073,private_registered_provider,2376.0,number_of_houses
635,E07000074,private_registered_provider,3309.0,number_of_houses
636,E07000075,private_registered_provider,3191.0,number_of_houses
637,E07000076,private_registered_provider,2930.0,number_of_houses
638,E07000077,private_registered_provider,2260.0,number_of_houses
639,E10000013,private_registered_provider,29876.0,number_of_houses
640,E07000078,private_registered_provider,2485.0,number_of_houses
641,E07000079,private_registered_provider,6180.0,number_of_houses
642,E07000080,private_registered_provider,5201.0,number_of_houses
643,E07000081,private_registered_provider,8433.0,number_of_houses
644,E07000082,private_registered_provider,2115.0,number_of_houses
645,E07000083,private_registered_provider,5462.0,number_of_houses
646,E10000014,private_registered_provider,65322.0,number_of_houses
647,E07000084,private_registered_provider,14769.0,number_of_houses
648,E07000085,private_registered_provider,6785.0,number_of_houses
649,E07000086,private_registered_provider,7676.0,number_of_houses
650,E07000087,private_registered_provider,1908.0,number_of_houses
651,E07000088,private_registered_provider,3015.0,number_of_houses
652,E07000089,private_registered_provider,3557.0,number_of_houses
653,E07000090,private_registered_provider,5760.0,number_of_houses
654,E07000091,private_registered_provider,3469.0,number_of_houses
655,E07000092,private_registered_provider,6700.0,number_of_houses
656,E07000093,private_registered_provider,8417.0,number_of_houses
657,E07000094,private_registered_provider,3266.0,number_of_houses
658,E10000015,private_registered_provider,56714.0,number_of_houses
659,E07000095,private_registered_provider,5316.0,number_of_houses
660,E07000096,private_registered_provider,3734.0,number_of_houses
661,E07000242,private_registered_provider,8511.0,number_of_houses
662,E07000098,private_registered_provider,7481.0,number_of_houses
663,E07000099,private_registered_provider,10742.0,number_of_houses
664,E07000240,private_registered_provider,2726.0,number_of_houses
665,E07000243,private_registered_provider,2218.0,number_of_houses
666,E07000102,private_registered_provider,5555.0,number_of_houses
667,E07000103,private_registered_provider,6805.0,number_of_houses
668,E07000241,private_registered_provider,3626.0,number_of_houses
669,E10000016,private_registered_provider,60125.0,number_of_houses
670,E07000105,private_registered_provider,2796.0,number_of_houses
671,E07000106,private_registered_provider,2718.0,number_of_houses
672,E07000107,private_registered_provider,2077.0,number_of_houses
673,E07000108,private_registered_provider,2818.0,number_of_houses
674,E07000109,private_registered_provider,1844.0,number_of_houses
675,E07000110,private_registered_provider,9901.0,number_of_houses
676,E07000111,private_registered_provider,6688.0,number_of_houses
677,E07000112,private_registered_provider,2042.0,number_of_houses
678,E07000113,private_registered_provider,8637.0,number_of_houses
679,E07000114,private_registered_provider,4664.0,number_of_houses
680,E07000115,private_registered_provider,8557.0,number_of_houses
681,E07000116,private_registered_provider,7383.0,number_of_houses
682,E10000017,private_registered_provider,59233.0,number_of_houses
683,E07000117,private_registered_provider,6463.0,number_of_houses
684,E07000118,private_registered_provider,7108.0,number_of_houses
685,E07000119,private_registered_provider,3189.0,number_of_houses
686,E07000120,private_registered_provider,4926.0,number_of_houses
687,E07000121,private_registered_provider,2931.0,number_of_houses
688,E07000122,private_registered_provider,4692.0,number_of_houses
689,E07000123,private_registered_provider,12018.0,number_of_houses
690,E07000124,private_registered_provider,2216.0,number_of_houses
691,E07000125,private_registered_provider,4637.0,number_of_houses
692,E07000126,private_registered_provider,5352.0,number_of_houses
693,E07000127,private_registered_provider,1585.0,number_of_houses
694,E07000128,private_registered_provider,4116.0,number_of_houses
695,E10000018,private_registered_provider,17599.0,number_of_houses
696,E07000129,private_registered_provider,3747.0,number_of_houses
697,E07000130,private_registered_provider,3953.0,number_of_houses
698,E07000131,private_registered_provider,3693.0,number_of_houses
699,E07000132,private_registered_provider,2271.0,number_of_houses
700,E07000133,private_registered_provider,778.0,number_of_houses
701,E07000134,private_registered_provider,2446.0,number_of_houses
702,E07000135,private_registered_provider,711.0,number_of_houses
703,E10000019,private_registered_provider,25526.0,number_of_houses
704,E07000136,private_registered_provider,5920.0,number_of_houses
705,E07000137,private_registered_provider,7728.0,number_of_houses
706,E07000138,private_registered_provider,1958.0,number_of_houses
707,E07000139,private_registered_provider,1469.0,number_of_houses
708,E07000140,private_registered_provider,1320.0,number_of_houses
709,E07000141,private_registered_provider,2267.0,number_of_houses
710,E07000142,private_registered_provider,4864.0,number_of_houses
711,E10000020,private_registered_provider,45888.0,number_of_houses
712,E07000143,private_registered_provider,8707.0,number_of_houses
713,E07000144,private_registered_provider,5778.0,number_of_houses
714,E07000145,private_registered_provider,1867.0,number_of_houses
715,E07000146,private_registered_provider,9702.0,number_of_houses
716,E07000147,private_registered_provider,6259.0,number_of_houses
717,E07000148,private_registered_provider,5825.0,number_of_houses
718,E07000149,private_registered_provider,7750.0,number_of_houses
719,E10000021,private_registered_provider,,number_of_houses
720,E07000150,private_registered_provider,,number_of_houses
721,E07000151,private_registered_provider,,number_of_houses
722,E07000152,private_registered_provider,,number_of_houses
723,E07000153,private_registered_provider,,number_of_houses
724,E07000154,private_registered_provider,,number_of_houses
725,E07000155,private_registered_provider,,number_of_houses
726,E07000156,private_registered_provider,,number_of_houses
727,E10000022,private_registered_provider,,number_of_houses
728,E07000157,private_registered_provider,,number_of_houses
729,E07000158,private_registered_provider,,number_of_houses
730,E07000159,private_registered_provider,,number_of_houses
731,E07000160,private_registered_provider,,number_of_houses
732,E07000161,private_registered_provider,,number_of_houses
733,E07000162,private_registered_provider,,number_of_houses
734,E10000023,private_registered_provider,25608.0,number_of_houses
735,E07000163,private_registered_provider,2570.0,number_of_houses
736,E07000164,private_registered_provider,5837.0,number_of_houses
737,E07000165,private_registered_provider,3606.0,number_of_houses
738,E07000166,private_registered_provider,942.0,number_of_houses
739,E07000167,private_registered_provider,3399.0,number_of_houses
740,E07000168,private_registered_provider,7129.0,number_of_houses
741,E07000169,private_registered_provider,2125.0,number_of_houses
742,E10000024,private_registered_provider,19666.0,number_of_houses
743,E07000170,private_registered_provider,2144.0,number_of_houses
744,E07000171,private_registered_provider,1592.0,number_of_houses
745,E07000172,private_registered_provider,1366.0,number_of_houses
746,E07000173,private_registered_provider,4991.0,number_of_houses
747,E07000174,private_registered_provider,2322.0,number_of_houses
748,E07000175,private_registered_provider,2651.0,number_of_houses
749,E07000176,private_registered_provider,4600.0,number_of_houses
750,E10000025,private_registered_provider,36170.0,number_of_houses
751,E07000177,private_registered_provider,8939.0,number_of_houses
752,E07000178,private_registered_provider,4387.0,number_of_houses
753,E07000179,private_registered_provider,7766.0,number_of_houses
754,E07000180,private_registered_provider,8411.0,number_of_houses
755,E07000181,private_registered_provider,6667.0,number_of_houses
756,E10000026,private_registered_provider,,number_of_houses
757,E07000182,private_registered_provider,,number_of_houses
758,E07000183,private_registered_provider,,number_of_houses
759,E07000184,private_registered_provider,,number_of_houses
760,E07000185,private_registered_provider,,number_of_houses
761,E07000186,private_registered_provider,,number_of_houses
762,E10000027,private_registered_provider,26817.0,number_of_houses
763,E07000187,private_registered_provider,6480.0,number_of_houses
764,E07000188,private_registered_provider,3390.0,number_of_houses
765,E07000246,private_registered_provider,5468.0,number_of_houses
766,E07000189,private_registered_provider,11479.0,number_of_houses
767,E07000190,private_registered_provider,,number_of_houses
768,E07000191,private_registered_provider,,number_of_houses
769,E10000028,private_registered_provider,46297.0,number_of_houses
770,E07000192,private_registered_provider,2461.0,number_of_houses
771,E07000193,private_registered_provider,6977.0,number_of_houses
772,E07000194,private_registered_provider,6119.0,number_of_houses
773,E07000195,private_registered_provider,9635.0,number_of_houses
774,E07000196,private_registered_provider,6790.0,number_of_houses
775,E07000197,private_registered_provider,8579.0,number_of_houses
776,E07000198,private_registered_provider,3826.0,number_of_houses
777,E07000199,private_registered_provider,1910.0,number_of_houses
778,E10000029,private_registered_provider,32269.0,number_of_houses
779,E07000200,private_registered_provider,2155.0,number_of_houses
780,E07000244,private_registered_provider,10267.0,number_of_houses
781,E07000201,private_registered_provider,,number_of_houses
782,E07000202,private_registered_provider,5042.0,number_of_houses
783,E07000203,private_registered_provider,2110.0,number_of_houses
784,E07000204,private_registered_provider,,number_of_houses
785,E07000205,private_registered_provider,,number_of_houses
786,E07000206,private_registered_provider,,number_of_houses
787,E07000245,private_registered_provider,12695.0,number_of_houses
788,E10000030,private_registered_provider,38360.0,number_of_houses
789,E07000207,private_registered_provider,5612.0,number_of_houses
790,E07000208,private_registered_provider,2793.0,number_of_houses
791,E07000209,private_registered_provider,2381.0,number_of_houses
792,E07000210,private_registered_provider,4416.0,number_of_houses
793,E07000211,private_registered_provider,7239.0,number_of_houses
794,E07000212,private_registered_provider,2033.0,number_of_houses
795,E07000213,private_registered_provider,5372.0,number_of_houses
796,E07000214,private_registered_provider,3682.0,number_of_houses
797,E07000215,private_registered_provider,1395.0,number_of_houses
798,E07000216,private_registered_provider,1783.0,number_of_houses
799,E07000217,private_registered_provider,1654.0,number_of_houses
800,E10000031,private_registered_provider,19879.0,number_of_houses
801,E07000218,private_registered_provider,1243.0,number_of_houses
802,E07000219,private_registered_provider,3026.0,number_of_houses
803,E07000220,private_registered_provider,2949.0,number_of_houses
804,E07000221,private_registered_provider,8450.0,number_of_houses
805,E07000222,private_registered_provider,4211.0,number_of_houses
806,E10000032,private_registered_provider,35514.0,number_of_houses
807,E07000223,private_registered_provider,1088.0,number_of_houses
808,E07000224,private_registered_provider,3690.0,number_of_houses
809,E07000225,private_registered_provider,8464.0,number_of_houses
810,E07000226,private_registered_provider,2632.0,number_of_houses
811,E07000227,private_registered_provider,7322.0,number_of_houses
812,E07000228,private_registered_provider,7470.0,number_of_houses
813,E07000229,private_registered_provider,4848.0,number_of_houses
814,E10000033,private_registered_provider,,number_of_houses
815,E07000230,private_registered_provider,,number_of_houses
816,E07000231,private_registered_provider,,number_of_houses
817,E07000232,private_registered_provider,,number_of_houses
818,E07000233,private_registered_provider,,number_of_houses
819,E10000034,private_registered_provider,36059.0,number_of_houses
820,E07000234,private_registered_provider,4565.0,number_of_houses
821,E07000235,private_registered_provider,5314.0,number_of_houses
822,E07000236,private_registered_provider,2305.0,number_of_houses
823,E07000237,private_registered_provider,7827.0,number_of_houses
824,E07000238,private_registered_provider,9319.0,number_of_houses
825,E07000239,private_registered_provider,6729.0,number_of_houses
826,E92000001,other_public_sector,33583.0,number_of_houses
827,E06000022,other_public_sector,0.0,number_of_houses
828,E06000055,other_public_sector,460.0,number_of_houses
829,E06000008,other_public_sector,12.0,number_of_houses
830,E06000009,other_public_sector,0.0,number_of_houses
831,E06000028,other_public_sector,,number_of_houses
832,E06000058,other_public_sector,0.0,number_of_houses
833,E06000036,other_public_sector,329.0,number_of_houses
834,E06000043,other_public_sector,13.0,number_of_houses
835,E06000023,other_public_sector,500.0,number_of_houses
836,E06000060,other_public_sector,1045.0,number_of_houses
837,E06000056,other_public_sector,471.0,number_of_houses
838,E06000049,other_public_sector,75.0,number_of_houses
839,E06000050,other_public_sector,269.0,number_of_houses
840,E06000052,other_public_sector,0.0,number_of_houses
841,E06000047,other_public_sector,11.0,number_of_houses
842,E06000005,other_public_sector,0.0,number_of_houses
843,E06000015,other_public_sector,50.0,number_of_houses
844,E06000059,other_public_sector,0.0,number_of_houses
845,E06000011,other_public_sector,214.0,number_of_houses
846,E06000006,other_public_sector,0.0,number_of_houses
847,E06000001,other_public_sector,0.0,number_of_houses
848,E06000019,other_public_sector,397.0,number_of_houses
849,E06000046,other_public_sector,7.0,number_of_houses
850,E06000053,other_public_sector,0.0,number_of_houses
851,E06000010,other_public_sector,240.0,number_of_houses
852,E06000016,other_public_sector,70.0,number_of_houses
853,E06000032,other_public_sector,0.0,number_of_houses
854,E06000035,other_public_sector,300.0,number_of_houses
855,E06000002,other_public_sector,0.0,number_of_houses
856,E06000042,other_public_sector,6.0,number_of_houses
857,E06000012,other_public_sector,220.0,number_of_houses
858,E06000013,other_public_sector,71.0,number_of_houses
859,E06000061,other_public_sector,11.0,number_of_houses
860,E06000024,other_public_sector,0.0,number_of_houses
861,E06000057,other_public_sector,124.0,number_of_houses
862,E06000018,other_public_sector,0.0,number_of_houses
863,E06000031,other_public_sector,474.0,number_of_houses
864,E06000026,other_public_sector,1253.0,number_of_houses
865,E06000029,other_public_sector,,number_of_houses
866,E06000044,other_public_sector,824.0,number_of_houses
867,E06000038,other_public_sector,0.0,number_of_houses
868,E06000003,other_public_sector,0.0,number_of_houses
869,E06000017,other_public_sector,594.0,number_of_houses
870,E06000051,other_public_sector,667.0,number_of_houses
871,E06000039,other_public_sector,0.0,number_of_houses
872,E06000025,other_public_sector,218.0,number_of_houses
873,E06000045,other_public_sector,0.0,number_of_houses
874,E06000033,other_public_sector,0.0,number_of_houses
875,E06000004,other_public_sector,0.0,number_of_houses
876,E06000021,other_public_sector,0.0,number_of_houses
877,E06000030,other_public_sector,0.0,number_of_houses
878,E06000020,other_public_sector,0.0,number_of_houses
879,E06000034,other_public_sector,0.0,number_of_houses
880,E06000027,other_public_sector,0.0,number_of_houses
881,E06000007,other_public_sector,0.0,number_of_houses
882,E06000037,other_public_sector,304.0,number_of_houses
883,E06000062,other_public_sector,15.0,number_of_houses
884,E06000054,other_public_sector,71.0,number_of_houses
885,E06000040,other_public_sector,0.0,number_of_houses
886,E06000041,other_public_sector,80.0,number_of_houses
887,E06000014,other_public_sector,329.0,number_of_houses
888,E09000002,other_public_sector,0.0,number_of_houses
889,E09000003,other_public_sector,0.0,number_of_houses
890,E09000004,other_public_sector,0.0,number_of_houses
891,E09000005,other_public_sector,0.0,number_of_houses
892,E09000006,other_public_sector,30.0,number_of_houses
893,E09000007,other_public_sector,0.0,number_of_houses
894,E09000001,other_public_sector,0.0,number_of_houses
895,E09000008,other_public_sector,0.0,number_of_houses
896,E09000009,other_public_sector,49.0,number_of_houses
897,E09000010,other_public_sector,40.0,number_of_houses
898,E09000011,other_public_sector,390.0,number_of_houses
899,E09000012,other_public_sector,0.0,number_of_houses
900,E09000013,other_public_sector,43.0,number_of_houses
901,E09000014,other_public_sector,80.0,number_of_houses
902,E09000015,other_public_sector,177.0,number_of_houses
903,E09000016,other_public_sector,0.0,number_of_houses
904,E09000017,other_public_sector,822.0,number_of_houses
905,E09000018,other_public_sector,400.0,number_of_houses
906,E09000019,other_public_sector,0.0,number_of_houses
907,E09000020,other_public_sector,0.0,number_of_houses
908,E09000021,other_public_sector,24.0,number_of_houses
909,E09000022,other_public_sector,297.0,number_of_houses
910,E09000023,other_public_sector,0.0,number_of_houses
911,E09000024,other_public_sector,30.0,number_of_houses
912,E09000025,other_public_sector,293.0,number_of_houses
913,E09000026,other_public_sector,0.0,number_of_houses
914,E09000027,other_public_sector,48.0,number_of_houses
915,E09000028,other_public_sector,135.0,number_of_houses
916,E09000029,other_public_sector,31.0,number_of_houses
917,E09000030,other_public_sector,0.0,number_of_houses
918,E09000031,other_public_sector,0.0,number_of_houses
919,E09000032,other_public_sector,432.0,number_of_houses
920,E09000033,other_public_sector,205.0,number_of_houses
921,E11000001,other_public_sector,222.0,number_of_houses
922,E08000001,other_public_sector,0.0,number_of_houses
923,E08000002,other_public_sector,0.0,number_of_houses
924,E08000003,other_public_sector,200.0,number_of_houses
925,E08000004,other_public_sector,0.0,number_of_houses
926,E08000005,other_public_sector,1.0,number_of_houses
927,E08000006,other_public_sector,0.0,number_of_houses
928,E08000007,other_public_sector,0.0,number_of_houses
929,E08000008,other_public_sector,0.0,number_of_houses
930,E08000009,other_public_sector,0.0,number_of_houses
931,E08000010,other_public_sector,21.0,number_of_houses
932,E11000002,other_public_sector,1.0,number_of_houses
933,E08000011,other_public_sector,0.0,number_of_houses
934,E08000012,other_public_sector,0.0,number_of_houses
935,E08000014,other_public_sector,0.0,number_of_houses
936,E08000013,other_public_sector,0.0,number_of_houses
937,E08000015,other_public_sector,1.0,number_of_houses
938,E11000003,other_public_sector,220.0,number_of_houses
939,E08000016,other_public_sector,0.0,number_of_houses
940,E08000017,other_public_sector,0.0,number_of_houses
941,E08000018,other_public_sector,151.0,number_of_houses
942,E08000019,other_public_sector,69.0,number_of_houses
943,E11000004,other_public_sector,1000.0,number_of_houses
944,E08000037,other_public_sector,0.0,number_of_houses
945,E08000021,other_public_sector,1000.0,number_of_houses
946,E08000022,other_public_sector,0.0,number_of_houses
947,E08000023,other_public_sector,0.0,number_of_houses
948,E08000024,other_public_sector,0.0,number_of_houses
949,E11000005,other_public_sector,134.0,number_of_houses
950,E08000025,other_public_sector,0.0,number_of_houses
951,E08000026,other_public_sector,21.0,number_of_houses
952,E08000027,other_public_sector,10.0,number_of_houses
953,E08000028,other_public_sector,0.0,number_of_houses
954,E08000029,other_public_sector,65.0,number_of_houses
955,E08000030,other_public_sector,38.0,number_of_houses
956,E08000031,other_public_sector,0.0,number_of_houses
957,E11000006,other_public_sector,35.0,number_of_houses
958,E08000032,other_public_sector,0.0,number_of_houses
959,E08000033,other_public_sector,0.0,number_of_houses
960,E08000034,other_public_sector,0.0,number_of_houses
961,E08000035,other_public_sector,19.0,number_of_houses
962,E08000036,other_public_sector,16.0,number_of_houses
963,E10000001,other_public_sector,,number_of_houses
964,E07000002,other_public_sector,,number_of_houses
965,E07000001,other_public_sector,,number_of_houses
966,E07000003,other_public_sector,,number_of_houses
967,E10000002,other_public_sector,,number_of_houses
968,E07000004,other_public_sector,,number_of_houses
969,E07000005,other_public_sector,,number_of_houses
970,E07000006,other_public_sector,,number_of_houses
971,E07000007,other_public_sector,,number_of_houses
972,E10000003,other_public_sector,807.0,number_of_houses
973,E07000008,other_public_sector,111.0,number_of_houses
974,E07000009,other_public_sector,126.0,number_of_houses
975,E07000010,other_public_sector,0.0,number_of_houses
976,E07000011,other_public_sector,570.0,number_of_houses
977,E07000012,other_public_sector,0.0,number_of_houses
978,E10000004,other_public_sector,,number_of_houses
979,E07000013,other_public_sector,,number_of_houses
980,E07000014,other_public_sector,,number_of_houses
981,E07000015,other_public_sector,,number_of_houses
982,E07000016,other_public_sector,,number_of_houses
983,E07000017,other_public_sector,,number_of_houses
984,E07000018,other_public_sector,,number_of_houses
985,E10000005,other_public_sector,,number_of_houses
986,E07000019,other_public_sector,,number_of_houses
987,E07000020,other_public_sector,,number_of_houses
988,E07000025,other_public_sector,,number_of_houses
989,E07000021,other_public_sector,,number_of_houses
990,E07000022,other_public_sector,,number_of_houses
991,E07000023,other_public_sector,,number_of_houses
992,E07000024,other_public_sector,,number_of_houses
993,E10000006,other_public_sector,57.0,number_of_houses
994,E07000026,other_public_sector,8.0,number_of_houses
995,E07000027,other_public_sector,0.0,number_of_houses
996,E07000028,other_public_sector,39.0,number_of_houses
997,E07000029,other_public_sector,0.0,number_of_houses
998,E07000030,other_public_sector,0.0,number_of_houses
999,E07000031,other_public_sector,10.0,number_of_houses
1000,E10000007,other_public_sector,76.0,number_of_houses
1001,E07000032,other_public_sector,0.0,number_of_houses
1002,E07000033,other_public_sector,0.0,number_of_houses
1003,E07000034,other_public_sector,70.0,number_of_houses
1004,E07000035,other_public_sector,3.0,number_of_houses
1005,E07000036,other_public_sector,1.0,number_of_houses
1006,E07000037,other_public_sector,1.0,number_of_houses
1007,E07000038,other_public_sector,1.0,number_of_houses
1008,E07000039,other_public_sector,0.0,number_of_houses
1009,E10000008,other_public_sector,503.0,number_of_houses
1010,E07000040,other_public_sector,0.0,number_of_houses
1011,E07000041,other_public_sector,118.0,number_of_houses
1012,E07000042,other_public_sector,0.0,number_of_houses
1013,E07000043,other_public_sector,316.0,number_of_houses
1014,E07000044,other_public_sector,59.0,number_of_houses
1015,E07000045,other_public_sector,3.0,number_of_houses
1016,E07000046,other_public_sector,0.0,number_of_houses
1017,E07000047,other_public_sector,7.0,number_of_houses
1018,E10000009,other_public_sector,,number_of_houses
1019,E07000048,other_public_sector,,number_of_houses
1020,E07000049,other_public_sector,,number_of_houses
1021,E07000050,other_public_sector,,number_of_houses
1022,E07000051,other_public_sector,,number_of_houses
1023,E07000052,other_public_sector,,number_of_houses
1024,E07000053,other_public_sector,,number_of_houses
1025,E10000010,other_public_sector,,number_of_houses
1026,E07000054,other_public_sector,,number_of_houses
1027,E07000055,other_public_sector,,number_of_houses
1028,E07000056,other_public_sector,,number_of_houses
1029,E07000057,other_public_sector,,number_of_houses
1030,E07000058,other_public_sector,,number_of_houses
1031,E07000059,other_public_sector,,number_of_houses
1032,E07000060,other_public_sector,,number_of_houses
1033,E10000011,other_public_sector,65.0,number_of_houses
1034,E07000061,other_public_sector,0.0,number_of_houses
1035,E07000062,other_public_sector,54.0,number_of_houses
1036,E07000063,other_public_sector,0.0,number_of_houses
1037,E07000064,other_public_sector,0.0,number_of_houses
1038,E07000065,other_public_sector,11.0,number_of_houses
1039,E10000012,other_public_sector,289.0,number_of_houses
1040,E07000066,other_public_sector,39.0,number_of_houses
1041,E07000067,other_public_sector,138.0,number_of_houses
1042,E07000068,other_public_sector,0.0,number_of_houses
1043,E07000069,other_public_sector,0.0,number_of_houses
1044,E07000070,other_public_sector,21.0,number_of_houses
1045,E07000071,other_public_sector,16.0,number_of_houses
1046,E07000072,other_public_sector,75.0,number_of_houses
1047,E07000073,other_public_sector,0.0,number_of_houses
1048,E07000074,other_public_sector,0.0,number_of_houses
1049,E07000075,other_public_sector,0.0,number_of_houses
1050,E07000076,other_public_sector,0.0,number_of_houses
1051,E07000077,other_public_sector,0.0,number_of_houses
1052,E10000013,other_public_sector,373.0,number_of_houses
1053,E07000078,other_public_sector,0.0,number_of_houses
1054,E07000079,other_public_sector,163.0,number_of_houses
1055,E07000080,other_public_sector,196.0,number_of_houses
1056,E07000081,other_public_sector,14.0,number_of_houses
1057,E07000082,other_public_sector,0.0,number_of_houses
1058,E07000083,other_public_sector,0.0,number_of_houses
1059,E10000014,other_public_sector,4192.0,number_of_houses
1060,E07000084,other_public_sector,125.0,number_of_houses
1061,E07000085,other_public_sector,0.0,number_of_houses
1062,E07000086,other_public_sector,3.0,number_of_houses
1063,E07000087,other_public_sector,402.0,number_of_houses
1064,E07000088,other_public_sector,0.0,number_of_houses
1065,E07000089,other_public_sector,631.0,number_of_houses
1066,E07000090,other_public_sector,0.0,number_of_houses
1067,E07000091,other_public_sector,311.0,number_of_houses
1068,E07000092,other_public_sector,2000.0,number_of_houses
1069,E07000093,other_public_sector,720.0,number_of_houses
1070,E07000094,other_public_sector,0.0,number_of_houses
1071,E10000015,other_public_sector,171.0,number_of_houses
1072,E07000095,other_public_sector,9.0,number_of_houses
1073,E07000096,other_public_sector,0.0,number_of_houses
1074,E07000242,other_public_sector,30.0,number_of_houses
1075,E07000098,other_public_sector,0.0,number_of_houses
1076,E07000099,other_public_sector,58.0,number_of_houses
1077,E07000240,other_public_sector,0.0,number_of_houses
1078,E07000243,other_public_sector,0.0,number_of_houses
