DATE,GEOGRAPHY_CODE,GEOGRAPHY_NAME,TENURE,VALUE
1981,E06000001,Hartlepool,All tenures,32971
1981,E06000001,Hartlepool,Other,1567
1981,E06000001,Hartlepool,Owner occupied,16761
1981,E06000001,Hartlepool,Private rented,287
1981,E06000001,Hartlepool,Social rented,14356
1981,E06000002,Middlesbrough,All tenures,50976
1981,E06000002,Middlesbrough,Other,2560
1981,E06000002,Middlesbrough,Owner occupied,27348
1981,E06000002,Middlesbrough,Private rented,382
1981,E06000002,Middlesbrough,Social rented,20686
1981,E06000003,Redcar and Cleveland,All tenures,52116
1981,E06000003,Redcar and Cleveland,Other,2456
1981,E06000003,Redcar and Cleveland,Owner occupied,31330
1981,E06000003,Redcar and Cleveland,Private rented,473
1981,E06000003,Redcar and Cleveland,Social rented,17857
1981,E06000004,Stockton-on-Tees,All tenures,59807
1981,E06000004,Stockton-on-Tees,Other,2683
1981,E06000004,Stockton-on-Tees,Owner occupied,34850
1981,E06000004,Stockton-on-Tees,Private rented,496
1981,E06000004,Stockton-on-Tees,Social rented,21778
1981,E06000005,Darlington,All tenures,35878
1981,E06000005,Darlington,Other,2780
1981,E06000005,Darlington,Owner occupied,23518
1981,E06000005,Darlington,Private rented,508
1981,E06000005,Darlington,Social rented,9072
1981,E06000006,Halton,All tenures,40870
1981,E06000006,Halton,Other,1389
1981,E06000006,Halton,Owner occupied,17423
1981,E06000006,Halton,Private rented,278
1981,E06000006,Halton,Social rented,21780
1981,E06000007,Warrington,All tenures,58393
1981,E06000007,Warrington,Other,3086
1981,E06000007,Warrington,Owner occupied,37026
1981,E06000007,Warrington,Private rented,785
1981,E06000007,Warrington,Social rented,17496
1981,E06000008,Blackburn with Darwen,All tenures,50521
1981,E06000008,Blackburn with Darwen,Other,2065
1981,E06000008,Blackburn with Darwen,Owner occupied,33049
1981,E06000008,Blackburn with Darwen,Private rented,437
1981,E06000008,Blackburn with Darwen,Social rented,14970
1981,E06000009,Blackpool,All tenures,57202
1981,E06000009,Blackpool,Other,6744
1981,E06000009,Blackpool,Owner occupied,42089
1981,E06000009,Blackpool,Private rented,477
1981,E06000009,Blackpool,Social rented,7892
1981,E06000010,"Kingston upon Hull, City of",All tenures,97926
1981,E06000010,"Kingston upon Hull, City of",Other,12262
1981,E06000010,"Kingston upon Hull, City of",Owner occupied,37259
1981,E06000010,"Kingston upon Hull, City of",Private rented,642
1981,E06000010,"Kingston upon Hull, City of",Social rented,47763
1981,E06000011,East Riding of Yorkshire,All tenures,97570
1981,E06000011,East Riding of Yorkshire,Other,8068
1981,E06000011,East Riding of Yorkshire,Owner occupied,67263
1981,E06000011,East Riding of Yorkshire,Private rented,3258
1981,E06000011,East Riding of Yorkshire,Social rented,18981
1981,E06000012,North East Lincolnshire,All tenures,56281
1981,E06000012,North East Lincolnshire,Other,3855
1981,E06000012,North East Lincolnshire,Owner occupied,38634
1981,E06000012,North East Lincolnshire,Private rented,568
1981,E06000012,North East Lincolnshire,Social rented,13224
1981,E06000013,North Lincolnshire,All tenures,51947
1981,E06000013,North Lincolnshire,Other,2691
1981,E06000013,North Lincolnshire,Owner occupied,31510
1981,E06000013,North Lincolnshire,Private rented,1209
1981,E06000013,North Lincolnshire,Social rented,16537
1981,E06000014,York,All tenures,59109
1981,E06000014,York,Other,4221
1981,E06000014,York,Owner occupied,39556
1981,E06000014,York,Private rented,1133
1981,E06000014,York,Social rented,14199
1981,E06000047,County Durham,All tenures,184003
