geography_code,Number of persons,pensioners,working_age
E06000047,521346.0,20606.0,33369.0
E08000023,147915.0,7126.0,10303.0
E08000024,274211.0,12078.0,18661.0
E08000037,196154.0,8234.0,11507.0
E47000010,1139626.0,,
