geography_code,variable_name,value
E05000650,Area in sq km,6.55649638850271
E05000651,Area in sq km,8.99894593911547
E05000652,Area in sq km,3.7195821948953
E05000653,Area in sq km,7.34008527142757
E05000654,Area in sq km,3.49771079644719
E05000655,Area in sq km,4.2394508799501
E05000656,Area in sq km,4.16784891160348
E05000657,Area in sq km,2.79338719434409
E05000658,Area in sq km,3.14269057590589
E05000659,Area in sq km,8.05937402757466
E05000660,Area in sq km,15.0876287488767
E05000661,Area in sq km,9.93743852304938
E05000662,Area in sq km,10.5702750232481
E05000663,Area in sq km,7.72012489018367
E05000664,Area in sq km,4.92599689033526
E05000665,Area in sq km,1.91495091413408
E05000666,Area in sq km,10.7648988600033
E05000667,Area in sq km,3.00664543059935
E05000668,Area in sq km,16.8991097751601
E05000669,Area in sq km,6.51910333854443
E05000719,Area in sq km,3.15407913238207
E05000720,Area in sq km,5.10466573418125
E05000721,Area in sq km,3.61031956588573
E05000722,Area in sq km,2.31302191844714
E05000723,Area in sq km,2.71219609512906
E05000724,Area in sq km,4.63619986101822
E05000725,Area in sq km,4.28061096643763
E05000726,Area in sq km,2.5926070995336
E05000727,Area in sq km,2.82332237775322
E05000728,Area in sq km,3.53729350483731
E05000729,Area in sq km,5.00574412397802
E05000730,Area in sq km,3.73400872334168
E05000731,Area in sq km,41.7122519493364
E05000732,Area in sq km,32.4889132960222
E05000733,Area in sq km,4.41551480016511
E05000734,Area in sq km,5.1425372127719
E05000735,Area in sq km,2.82164477014712
E05000736,Area in sq km,7.2349787727537
E05000737,Area in sq km,2.33789664419077
E05000738,Area in sq km,1.70556195051904
E05000779,Area in sq km,6.62621222080391
E05000780,Area in sq km,9.21979017816135
E05000781,Area in sq km,6.48134864898598
E05000782,Area in sq km,8.2020145681914
E05000783,Area in sq km,5.41123884338066
E05000784,Area in sq km,5.95159373300023
E05000785,Area in sq km,3.91328248608506
E05000786,Area in sq km,4.73749148078134
E05000787,Area in sq km,2.94228326656405
E05000788,Area in sq km,2.8769795636865
E05000789,Area in sq km,3.72635729846706
E05000790,Area in sq km,4.88763337047024
E05000791,Area in sq km,3.40791143919373
E05000792,Area in sq km,3.66082192383238
E05000793,Area in sq km,3.03896290416884
E05000794,Area in sq km,22.170614001929
E05000795,Area in sq km,13.212116954888
E05000796,Area in sq km,4.19842751834387
