PANRGN22CD,PANRGN22NM,RGN22CD,RGN22NM,CTY22CD,CTY22NM,CAUTH22CD,CAUTH22NM,LAD22CD,LAD22NM,WD22CD,WD22NM
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014224,Eamont and Shap
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014225,Eden and Lyvennet Vale
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014227,Greystoke and Ullswater
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014229,Hesket and Lazonby
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014237,Kirkby Stephen and Tebay
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014242,Penrith North
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000030,Eden,E05014243,Penrith South
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014219,Bowness and Lyth
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014220,Burton and Holme
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014221,Coniston and Hawkshead
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014226,Grange and Cartmel
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014230,High Furness
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014231,Kendal Castle
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014232,Kendal Highgate
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014233,Kendal Nether
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014234,Kendal South
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014235,Kendal Strickland and Fell
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014236,Kent Estuary
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014238,Levens and Crooklands
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014239,Low Furness
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014245,Sedbergh and Kirkby Lonsdale
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014246,Ulverston
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014247,Upper Kent
E12999901,The North,E12000002,North West,E10000006,Cumbria,NA,NA,E07000031,South Lakeland,E05014249,Windermere and Ambleside
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005150,Bank Hall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005151,Briercliffe
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005152,Brunshaw
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005153,Cliviger with Worsthorne
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005154,Coal Clough with Deerplay
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005155,Daneshouse with Stoneyholme
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005156,Gannow
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005157,Gawthorpe
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005158,Hapton with Park
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005159,Lanehead
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005160,Queensgate
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005161,Rosegrove with Lowerhouse
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005162,Rosehill with Burnley Wood
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005163,Trinity
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000117,Burnley,E05005164,Whittlefield with Ightenhill
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013064,Adlington & Anderton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013065,Buckshaw & Whittle
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013066,Chorley East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013067,Chorley North East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013068,Chorley North West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013069,Chorley North & Astley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013070,Chorley South East & Heath Charnock
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013071,Chorley South West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013072,"Clayton East, Brindle & Hoghton"
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013073,Clayton West & Cuerden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013074,Coppull
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013075,"Croston, Mawdesley & Euxton South"
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013076,"Eccleston, Heskin & Charnock Richard"
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000118,Chorley,E05013077,Euxton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005185,Ansdell
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005186,Ashton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005187,Central
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005188,Clifton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005189,Elswick and Little Eccleston
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005190,Fairhaven
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005191,Freckleton East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005192,Freckleton West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005193,Heyhouses
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005194,Kilnhouse
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005195,Kirkham North
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005196,Kirkham South
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005197,Medlar-with-Wesham
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005198,Newton and Treales
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005199,Park
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005200,Ribby-with-Wrea
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005201,St Johns
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005202,St Leonards
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005203,Singleton and Greenhalgh
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005204,Staining and Weeton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000119,Fylde,E05005205,Warton and Westby
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005206,Altham
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005207,Barnfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005208,Baxenden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005209,Central
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005210,Church
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005211,Clayton-le-Moors
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005212,Huncoat
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005213,Immanuel
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005214,Milnshaw
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005215,Netherton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005216,Overton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005217,Peel
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005218,Rishton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005219,St Andrew's
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005220,St Oswald's
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000120,Hyndburn,E05005221,Spring Hill
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009592,Bare
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009593,Bolton & Slyne
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009594,Bulk
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009595,Carnforth & Millhead
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009596,Castle
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009597,Ellel
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009598,Halton-with-Aughton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009599,Harbour
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009600,Heysham Central
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009601,Heysham North
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009602,Heysham South
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009603,John O'Gaunt
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009604,Kellet
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009605,Lower Lune Valley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009606,Marsh
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009607,Overton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009608,Poulton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009609,Scotforth East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009610,Scotforth West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009611,Silverdale
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009612,Skerton East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009613,Skerton West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009614,Torrisholme
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009615,University & Scotforth Rural
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009616,Upper Lune Valley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009617,Warton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000121,Lancaster,E05009618,Westgate
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013200,Barnoldswick
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013201,Barrowford & Pendleside
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013202,Boulsworth & Foulridge
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013203,Bradley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013204,Brierfield East & Clover Hill
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013205,Brierfield West & Reedley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013206,Earby & Coates
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013207,Fence & Higham
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013208,Marsden & Southfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013209,Vivary Bridge
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013210,Waterside & Horsfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000122,Pendle,E05013211,Whitefield & Walverden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012193,Ashton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012194,Brookfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012195,Cadley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012196,City Centre
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012197,Deepdale
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012198,Fishwick & Frenchwood
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012199,Garrison
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012200,Greyfriars
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012201,Ingol & Cottam
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012202,Lea & Larches
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012203,Plungington
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012204,Preston Rural East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012205,Preston Rural North
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012206,Ribbleton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012207,St Matthew's
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000123,Preston,E05012208,Sharoe Green
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012000,Alston & Hothersall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012001,Billington & Langho
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012002,Bowland
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012003,Brockhall & Dinckley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012004,Chatburn
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012005,Chipping
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012006,Clayton-le-Dale & Salesbury
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012007,Derby & Thornley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012008,Dilworth
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012009,"East Whalley, Read & Simonstone"
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012010,Edisford & Low Moor
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012011,Gisburn & Rimington
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012012,Hurst Green & Whitewell
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012013,Littlemoor
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012014,Mellor
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012015,Primrose
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012016,Ribchester
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012017,Sabden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012018,St Mary's
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012019,Salthill
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012020,"Waddington, Bashall Eaves & Mitton"
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012021,West Bradford & Grindleton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012022,Whalley & Painter Wood
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012023,Whalley Nethertown
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012024,Wilpshire & Ramsgreave
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000124,Ribble Valley,E05012025,Wiswell & Barrow
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005316,Cribden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005317,Eden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005318,Facit and Shawforth
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005319,Goodshaw
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005320,Greenfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005321,Greensclough
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005322,Hareholme
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005323,Healey and Whitworth
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005324,Helmshore
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005325,Irwell
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005326,Longholme
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005327,Stacksteads
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005328,Whitewell
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000125,Rossendale,E05005329,Worsley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010214,Bamber Bridge East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010215,Bamber Bridge West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010216,Broad Oak
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010217,Broadfield
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010218,Buckshaw & Worden
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010219,Charnock
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010220,Coupe Green & Gregson Lane
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010221,Earnshaw Bridge
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010222,Farington East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010223,Farington West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010224,Hoole
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010225,Howick & Priory
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010226,Leyland Central
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010227,Longton & Hutton West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010228,Lostock Hall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010229,Middleforth
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010230,Moss Side
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010231,New Longton & Hutton East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010232,St Ambrose
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010233,Samlesbury & Walton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010234,Seven Stars
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010235,Walton-le-Dale East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000126,South Ribble,E05010236,Walton-le-Dale West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005357,Ashurst
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005358,Aughton and Downholland
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005359,Aughton Park
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005360,Birch Green
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005361,Burscough East
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005362,Burscough West
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005363,Derby
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005364,Digmoor
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005365,Halsall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005366,Hesketh-with-Becconsall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005367,Knowsley
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005368,Moorside
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005369,North Meols
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005370,Parbold
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005371,Rufford
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005372,Scarisbrick
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005373,Scott
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005374,Skelmersdale North
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005375,Skelmersdale South
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005376,Tanhouse
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005377,Tarleton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005378,Up Holland
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005379,Wrightington
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005380,Bickerstaffe
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000127,West Lancashire,E05005381,Newburgh
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009932,Bourne
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009933,Breck
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009934,Brock with Catterall
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009935,Calder
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009936,Carleton
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009937,Cleveleys Park
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009938,Garstang
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009939,Great Eccleston
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009940,Hambleton & Stalmine
E12999901,The North,E12000002,North West,E10000017,Lancashire,NA,NA,E07000128,Wyre,E05009941,Hardhorn with High Cross
